university_name,rank,arwu_uni_link
Brno University of Technology,701-800,https://www.shanghairanking.com/institution/brno-university-of-technology
Brunel University,701-800,https://www.shanghairanking.com/institution/brunel-university
Catholic University of Korea,701-800,https://www.shanghairanking.com/institution/catholic-university-of-korea
Changsha University of Science and Technology,701-800,https://www.shanghairanking.com/institution/changsha-university-of-science-and-technology
Chung-Ang University,701-800,https://www.shanghairanking.com/institution/chung-ang-university
Chungbuk National University,701-800,https://www.shanghairanking.com/institution/chungbuk-national-university
Chungnam National University,701-800,https://www.shanghairanking.com/institution/chungnam-national-university
Copenhagen Business School,701-800,https://www.shanghairanking.com/institution/copenhagen-business-school
Donghua University,701-800,https://www.shanghairanking.com/institution/donghua-university
Federal University of Parana,701-800,https://www.shanghairanking.com/institution/federal-university-of-parana
Federal University of Santa Catarina,701-800,https://www.shanghairanking.com/institution/federal-university-of-santa-catarina
Federal University of Sao Paulo,701-800,https://www.shanghairanking.com/institution/federal-university-of-sao-paulo
Foshan University,701-800,https://www.shanghairanking.com/institution/foshan-university
Hacettepe University,701-800,https://www.shanghairanking.com/institution/hacettepe-university
Hebei University of Technology,701-800,https://www.shanghairanking.com/institution/hebei-university-of-technology
Heilongjiang University,701-800,https://www.shanghairanking.com/institution/heilongjiang-university
HSE University,701-800,https://www.shanghairanking.com/institution/hse-university
Indian Institute of Technology Madras,701-800,https://www.shanghairanking.com/institution/indian-institute-of-technology-madras
INSA Toulouse,701-800,https://www.shanghairanking.com/institution/insa-toulouse
Istanbul Technical University,701-800,https://www.shanghairanking.com/institution/istanbul-technical-university
Jawaharlal Nehru University,701-800,https://www.shanghairanking.com/institution/jawaharlal-nehru-university
Jeonbuk National University,701-800,https://www.shanghairanking.com/institution/chonbuk-national-university
Juntendo University,701-800,https://www.shanghairanking.com/institution/juntendo-university
Kent State University,701-800,https://www.shanghairanking.com/institution/kent-state-university
Kindai University,701-800,https://www.shanghairanking.com/institution/kindai-university
Massey University,701-800,https://www.shanghairanking.com/institution/massey-university
Medical College of Wisconsin,701-800,https://www.shanghairanking.com/institution/medical-college-of-wisconsin
Memorial University of Newfoundland,701-800,https://www.shanghairanking.com/institution/memorial-university-of-newfoundland
National Chung Hsing University,701-800,https://www.shanghairanking.com/institution/national-chung-hsing-university
National Yunlin University of Science and Technology,701-800,https://www.shanghairanking.com/institution/national-yunlin-university-of-science-and-technology
New Jersey Institute of Technology,701-800,https://www.shanghairanking.com/institution/new-jersey-institute-of-technology
North China Electric Power University,701-800,https://www.shanghairanking.com/institution/north-china-electric-power-university
Norwegian University of Life Sciences,701-800,https://www.shanghairanking.com/institution/norwegian-university-of-life-sciences
Nottingham Trent University,701-800,https://www.shanghairanking.com/institution/nottingham-trent-university
Novosibirsk State University,701-800,https://www.shanghairanking.com/institution/novosibirsk-state-university
Ohio University,701-800,https://www.shanghairanking.com/institution/ohio-university
Old Dominion University,701-800,https://www.shanghairanking.com/institution/old-dominion-university
Orebro University,701-800,https://www.shanghairanking.com/institution/orebro-university
Polytechnic University of Catalonia,701-800,https://www.shanghairanking.com/institution/polytechnic-university-of-catalonia
Polytechnic University of Madrid,701-800,https://www.shanghairanking.com/institution/polytechnic-university-of-madrid
Qufu Normal University,701-800,https://www.shanghairanking.com/institution/qufu-normal-university
Rutgers University - Newark,701-800,https://www.shanghairanking.com/institution/rutgers-university-newark
Shahid Beheshti University of Medical Sciences,701-800,https://www.shanghairanking.com/institution/shahid-beheshti-university-of-medical-sciences
Shandong First Medical University,701-800,https://www.shanghairanking.com/institution/shandong-first-medical-university
Shantou University,701-800,https://www.shanghairanking.com/institution/shantou-university
Shanxi University,701-800,https://www.shanghairanking.com/institution/shanxi-university
Sharif University of Technology,701-800,https://www.shanghairanking.com/institution/sharif-university-of-technology
Sichuan Agricultural University,701-800,https://www.shanghairanking.com/institution/sichuan-agricultural-university
Skolkovo Institute of Science and Technology,701-800,https://www.shanghairanking.com/institution/skolkovo-institute-of-science-and-technology
Southern Methodist University,701-800,https://www.shanghairanking.com/institution/southern-methodist-university
Syracuse University,701-800,https://www.shanghairanking.com/institution/syracuse-university
Taiyuan University of Technology,701-800,https://www.shanghairanking.com/institution/taiyuan-university-of-technology
Tarbiat Modares University,701-800,https://www.shanghairanking.com/institution/tarbiat-modares-university
Technical University of Braunschweig,701-800,https://www.shanghairanking.com/institution/technical-university-of-braunschweig
The Open University,701-800,https://www.shanghairanking.com/institution/the-open-university
The Royal Veterinary College,701-800,https://www.shanghairanking.com/institution/the-royal-veterinary-college
Tilburg University,701-800,https://www.shanghairanking.com/institution/tilburg-university
Tokyo Medical and Dental University,701-800,https://www.shanghairanking.com/institution/tokyo-medical-and-dental-university
University of Engineering and Technology (UET),701-800,https://www.shanghairanking.com/institution/university-of-engineering-and-technology-uet
"University of Maryland, Baltimore County",701-800,https://www.shanghairanking.com/institution/university-of-maryland-baltimore-county
University of Tennessee Health Science Center,701-800,https://www.shanghairanking.com/institution/university-of-tennessee-health-science-center
Universitat de Lleida,701-800,https://www.shanghairanking.com/institution/universitat-de-lleida
Universiti Teknologi Malaysia,701-800,https://www.shanghairanking.com/institution/universiti-teknologi-malaysia
University of Brasília,701-800,https://www.shanghairanking.com/institution/university-of-braslia
University of Burgundy,701-800,https://www.shanghairanking.com/institution/university-of-burgundy
University of Crete,701-800,https://www.shanghairanking.com/institution/university-of-crete
University of Cyprus,701-800,https://www.shanghairanking.com/institution/university-of-cyprus
University of Extremadura,701-800,https://www.shanghairanking.com/institution/university-of-extremadura
University of Hull,701-800,https://www.shanghairanking.com/institution/university-of-hull
University of Idaho,701-800,https://www.shanghairanking.com/institution/university-of-idaho
University of Jinan,701-800,https://www.shanghairanking.com/institution/university-of-jinan
University of Jyvaskyla,701-800,https://www.shanghairanking.com/institution/university-of-jyvaskyla
University of La Laguna,701-800,https://www.shanghairanking.com/institution/university-of-la-laguna
University of Murcia,701-800,https://www.shanghairanking.com/institution/university-of-murcia
University of Nantes,701-800,https://www.shanghairanking.com/institution/university-of-nantes
University of Oklahoma - Norman,701-800,https://www.shanghairanking.com/institution/university-of-oklahoma-norman
University of Patras,701-800,https://www.shanghairanking.com/institution/university-of-patras
University of Regina,701-800,https://www.shanghairanking.com/institution/university-of-regina
University of Stirling,701-800,https://www.shanghairanking.com/institution/university-of-stirling
University of Szeged,701-800,https://www.shanghairanking.com/institution/university-of-szeged
University of Tabriz,701-800,https://www.shanghairanking.com/institution/university-of-tabriz
University of Tartu,701-800,https://www.shanghairanking.com/institution/university-of-tartu
University of the Punjab,701-800,https://www.shanghairanking.com/institution/university-of-the-punjab
University of the Sunshine Coast,701-800,https://www.shanghairanking.com/institution/university-of-the-sunshine-coast
University of Udine,701-800,https://www.shanghairanking.com/institution/university-of-udine
University of Wisconsin-Milwaukee,701-800,https://www.shanghairanking.com/institution/university-of-wisconsin-milwaukee
University of Wyoming,701-800,https://www.shanghairanking.com/institution/university-of-wyoming
University Rovira i Virgili,701-800,https://www.shanghairanking.com/institution/university-rovira-i-virgili
Ural Federal University,701-800,https://www.shanghairanking.com/institution/ural-federal-university
Vellore Institute of Technology,701-800,https://www.shanghairanking.com/institution/vellore-institute-of-technology
Waseda University,701-800,https://www.shanghairanking.com/institution/waseda-university
Zhejiang Chinese Medical University,701-800,https://www.shanghairanking.com/institution/zhejiang-chinese-medical-university
Zhejiang Sci-Tech University,701-800,https://www.shanghairanking.com/institution/zhejiang-sci-tech-university
AGH University of Science and Technology,801-900,https://www.shanghairanking.com/institution/agh-university-of-science-and-technology
Ajou University,801-900,https://www.shanghairanking.com/institution/ajou-university
Aligarh Muslim University,801-900,https://www.shanghairanking.com/institution/aligarh-muslim-university
Amherst College,801-900,https://www.shanghairanking.com/institution/amherst-college
Anhui University of Technology,801-900,https://www.shanghairanking.com/institution/anhui-university-of-technology
Ankara University,801-900,https://www.shanghairanking.com/institution/ankara-university
AUT University,801-900,https://www.shanghairanking.com/institution/aut-university
Bournemouth University,801-900,https://www.shanghairanking.com/institution/bournemouth-university
Chengdu University of Technology,801-900,https://www.shanghairanking.com/institution/chengdu-university-of-technology
China Pharmaceutical University,801-900,https://www.shanghairanking.com/institution/china-pharmaceutical-university
Chongqing University of Posts and Telecommunications,801-900,https://www.shanghairanking.com/institution/chongqing-university-of-posts-and-telecommunications
Colorado School of Mines,801-900,https://www.shanghairanking.com/institution/colorado-school-of-mines
Cranfield University,801-900,https://www.shanghairanking.com/institution/cranfield-university
Czech Technical University in Prague,801-900,https://www.shanghairanking.com/institution/czech-technical-university-in-prague
Dongguk University,801-900,https://www.shanghairanking.com/institution/dongguk-university
Federal University of Santa Maria,801-900,https://www.shanghairanking.com/institution/federal-university-of-santa-maria
Federal University of Sao Carlos,801-900,https://www.shanghairanking.com/institution/federal-university-of-sao-carlos
Federal University of Viçosa,801-900,https://www.shanghairanking.com/institution/federal-university-of-viosa
Fluminense Federal University,801-900,https://www.shanghairanking.com/institution/fluminense-federal-university
Fordham University,801-900,https://www.shanghairanking.com/institution/fordham-university
Free University of Bozen-Bolzano,801-900,https://www.shanghairanking.com/institution/free-university-of-bozen-bolzano
Gachon University,801-900,https://www.shanghairanking.com/institution/gachon-university
The Graduate University for Advanced Studies,801-900,https://www.shanghairanking.com/institution/the-graduate-university-for-advanced-studies
Graz University of Technology,801-900,https://www.shanghairanking.com/institution/graz-university-of-technology
Guangzhou University of Chinese Medicine,801-900,https://www.shanghairanking.com/institution/guangzhou-university-of-chinese-medicine
Gwangju Institute of Science and Technology,801-900,https://www.shanghairanking.com/institution/gwangju-institute-of-science-and-technology
Hallym University,801-900,https://www.shanghairanking.com/institution/hallym-university
Hangzhou Normal University,801-900,https://www.shanghairanking.com/institution/hangzhou-normal-university
Hebei Medical University,801-900,https://www.shanghairanking.com/institution/hebei-medical-university
Homi Bhabha National Institute,801-900,https://www.shanghairanking.com/institution/homi-bhabha-national-institute
Hunan Agricultural University,801-900,https://www.shanghairanking.com/institution/hunan-agricultural-university
Johannes Kepler University Linz,801-900,https://www.shanghairanking.com/institution/johannes-kepler-university-linz
Kanazawa University,801-900,https://www.shanghairanking.com/institution/kanazawa-university
Kangwon National University,801-900,https://www.shanghairanking.com/institution/kangwon-national-university
Kaohsiung Medical University,801-900,https://www.shanghairanking.com/institution/kaohsiung-medical-university
Keele University,801-900,https://www.shanghairanking.com/institution/keele-university
Khalifa University,801-900,https://www.shanghairanking.com/institution/khalifa-university
King Faisal University,801-900,https://www.shanghairanking.com/institution/king-faisal-university
Liaocheng University,801-900,https://www.shanghairanking.com/institution/liaocheng-university
Liaoning University of Technology,801-900,https://www.shanghairanking.com/institution/liaoning-university-of-technology
Lincoln University,801-900,https://www.shanghairanking.com/institution/lincoln-university
Manipal University,801-900,https://www.shanghairanking.com/institution/manipal-university
Nagasaki University,801-900,https://www.shanghairanking.com/institution/nagasaki-university
National Central University,801-900,https://www.shanghairanking.com/institution/national-central-university
National Technical University of Athens,801-900,https://www.shanghairanking.com/institution/national-technical-university-of-athens
Northeast Agricultural University (China）,801-900,https://www.shanghairanking.com/institution/northeast-agricultural-university-china
Northeast Forestry University - China,801-900,https://www.shanghairanking.com/institution/northeast-forestry-university-china
Northeast Normal University,801-900,https://www.shanghairanking.com/institution/northeast-normal-university
Northumbria University,801-900,https://www.shanghairanking.com/institution/northumbria-university
Prince of Songkla University,801-900,https://www.shanghairanking.com/institution/prince-of-songkla-university
Qassim University,801-900,https://www.shanghairanking.com/institution/qassim-university
Qilu University of Technology,801-900,https://www.shanghairanking.com/institution/qilu-university-of-technology
Qingdao University of Science and Technology,801-900,https://www.shanghairanking.com/institution/qingdao-university-of-science-and-technology
"Royal Holloway, University of London",801-900,https://www.shanghairanking.com/institution/royal-holloway-university-of-london
School for Advanced Studies in the Social Sciences,801-900,https://www.shanghairanking.com/institution/school-for-advanced-studies-in-the-social-sciences
Shanghai Normal University,801-900,https://www.shanghairanking.com/institution/shanghai-normal-university
Shanghai Ocean University,801-900,https://www.shanghairanking.com/institution/shanghai-ocean-university
Southwest Petroleum University,801-900,https://www.shanghairanking.com/institution/southwest-petroleum-university
SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,801-900,https://www.shanghairanking.com/institution/srm-institute-of-science-and-technology
Suzhou University of Science and Technology,801-900,https://www.shanghairanking.com/institution/suzhou-university-of-science-and-technology
The Education University of Hong Kong,801-900,https://www.shanghairanking.com/institution/the-education-university-of-hong-kong
The University of Tokushima,801-900,https://www.shanghairanking.com/institution/the-university-of-tokushima
The University of Waikato,801-900,https://www.shanghairanking.com/institution/the-university-of-waikato
Tianjin University of Technology,801-900,https://www.shanghairanking.com/institution/tianjin-university-of-technology
Umm Al-Qura University,801-900,https://www.shanghairanking.com/institution/umm-al-qura-university
Union College,801-900,https://www.shanghairanking.com/institution/union-college
United Arab Emirates University,801-900,https://www.shanghairanking.com/institution/united-arab-emirates-university
Université Paris-Est Créteil Val de Marne,801-900,https://www.shanghairanking.com/institution/universit-paris-est-crteil-val-de-marne-2
"University of Veterinary Medicine, Vienna",801-900,https://www.shanghairanking.com/institution/university-of-veterinary-medicine-vienna
University of Cagliari,801-900,https://www.shanghairanking.com/institution/university-of-cagliari
University of Calabria,801-900,https://www.shanghairanking.com/institution/university-of-calabria
University of Canberra,801-900,https://www.shanghairanking.com/institution/university-of-canberra
University of Eastern Piedmont,801-900,https://www.shanghairanking.com/institution/university-of-eastern-piedmont
University of Girona,801-900,https://www.shanghairanking.com/institution/university-of-girona
University of Jaen,801-900,https://www.shanghairanking.com/institution/university-of-jaen
University of Jordan,801-900,https://www.shanghairanking.com/institution/university-of-jordan
University of Kassel,801-900,https://www.shanghairanking.com/institution/university-of-kassel
University of Limerick,801-900,https://www.shanghairanking.com/institution/university-of-limerick
University of Louisville,801-900,https://www.shanghairanking.com/institution/university-of-louisville
University of Malaga,801-900,https://www.shanghairanking.com/institution/university-of-malaga
University of Messina,801-900,https://www.shanghairanking.com/institution/university-of-messina
University of Missouri-Kansas City,801-900,https://www.shanghairanking.com/institution/university-of-missouri-kansas-city-1
University of Modena and Reggio Emilia,801-900,https://www.shanghairanking.com/institution/university-of-modena-and-reggio-emilia
University of Mons,801-900,https://www.shanghairanking.com/institution/university-of-mons
University of Nebraska Medical Center,801-900,https://www.shanghairanking.com/institution/university-of-nebraska-medical-center
University of Oldenburg,801-900,https://www.shanghairanking.com/institution/university-of-oldenburg
University of Salerno,801-900,https://www.shanghairanking.com/institution/university-of-salerno
University of Salzburg,801-900,https://www.shanghairanking.com/institution/university-of-salzburg
University of Savoy,801-900,https://www.shanghairanking.com/institution/university-of-savoy
University of South China,801-900,https://www.shanghairanking.com/institution/university-of-south-china
University of Texas at El Paso,801-900,https://www.shanghairanking.com/institution/university-of-texas-at-el-paso
University of Thessaly,801-900,https://www.shanghairanking.com/institution/university-of-thessaly
University of Wuppertal,801-900,https://www.shanghairanking.com/institution/university-of-wuppertal
University Putra Malaysia,801-900,https://www.shanghairanking.com/institution/university-putra-malaysia
Western Norway University of Applied Sciences,801-900,https://www.shanghairanking.com/institution/western-norway-university-of-applied-sciences
Wroclaw Medical University,801-900,https://www.shanghairanking.com/institution/wroclaw-medical-university
Wuhan University of Science and Technology,801-900,https://www.shanghairanking.com/institution/wuhan-university-of-science-and-technology
Xi'an University of Architecture and Technology,801-900,https://www.shanghairanking.com/institution/xian-university-of-architecture-and-technology
Yokohama City University,801-900,https://www.shanghairanking.com/institution/yokohama-city-university
Zagazig University,801-900,https://www.shanghairanking.com/institution/zagazig-university
Adam Mickiewicz University,901-1000,https://www.shanghairanking.com/institution/adam-mickiewicz-university
Al Jouf University,901-1000,https://www.shanghairanking.com/institution/al-jouf-university
Beijing Technology and Business University,901-1000,https://www.shanghairanking.com/institution/beijing-technology-and-business-university
Beni-Suef University,901-1000,https://www.shanghairanking.com/institution/beni-suef-university
Bond University,901-1000,https://www.shanghairanking.com/institution/bond-university
Budapest University of Technology and Economics,901-1000,https://www.shanghairanking.com/institution/budapest-university-of-technology-and-economics
Carlos III University of Madrid,901-1000,https://www.shanghairanking.com/institution/carlos-iii-university-of-madrid
Chengdu University,901-1000,https://www.shanghairanking.com/institution/chengdu-university
China Three Gorges University,901-1000,https://www.shanghairanking.com/institution/china-three-gorges-university
"City, University of London",901-1000,https://www.shanghairanking.com/institution/city-university-london
Comenius University in Bratislava,901-1000,https://www.shanghairanking.com/institution/comenius-university-in-bratislava
Dalian Medical University,901-1000,https://www.shanghairanking.com/institution/dalian-medical-university
Dalian Polytechnic University,901-1000,https://www.shanghairanking.com/institution/dalian-polytechnic-university
Dublin City University,901-1000,https://www.shanghairanking.com/institution/dublin-city-university
Ege University,901-1000,https://www.shanghairanking.com/institution/ege-university
Erciyes University,901-1000,https://www.shanghairanking.com/institution/erciyes-university
Federal University of Ceara,901-1000,https://www.shanghairanking.com/institution/federal-university-of-ceara
Federal University of Goiás,901-1000,https://www.shanghairanking.com/institution/federal-university-of-gois
Federal University of Pernambuco,901-1000,https://www.shanghairanking.com/institution/federal-university-of-pernambuco
Ferdowsi University of Mashhad,901-1000,https://www.shanghairanking.com/institution/ferdowsi-university-of-mashhad
Gazi University,901-1000,https://www.shanghairanking.com/institution/gazi-university
Gdansk University of Technology,901-1000,https://www.shanghairanking.com/institution/gdansk-university-of-technology
Guangdong University of Foreign Studies,901-1000,https://www.shanghairanking.com/institution/guangdong-university-of-foreign-studies
Guangxi Medical University,901-1000,https://www.shanghairanking.com/institution/guangxi-medical-university
Gyeongsang National University,901-1000,https://www.shanghairanking.com/institution/gyeongsang-national-university
Hebei University,901-1000,https://www.shanghairanking.com/institution/hebei-university
Henan University of Science and Technology,901-1000,https://www.shanghairanking.com/institution/henan-university-of-science-and-technology
Heriot-Watt University,901-1000,https://www.shanghairanking.com/institution/heriot-watt-university
Huaqiao University,901-1000,https://www.shanghairanking.com/institution/huaqiao-university
Indian Institute of Technology Kanpur,901-1000,https://www.shanghairanking.com/institution/indian-institute-of-technology-kanpur
Indian Institute of Technology Roorkee,901-1000,https://www.shanghairanking.com/institution/indian-institute-of-technology-roorkee
Iran University of Science & Technology,901-1000,https://www.shanghairanking.com/institution/iran-university-of-science-technology
Jiangsu University of Science and Technology,901-1000,https://www.shanghairanking.com/institution/jiangsu-university-of-science-and-technology
Khon Kaen University,901-1000,https://www.shanghairanking.com/institution/khon-kaen-university
Rey Juan Carlos University,901-1000,https://www.shanghairanking.com/institution/king-juan-carlos-university
Kumamoto University,901-1000,https://www.shanghairanking.com/institution/kumamoto-university
Linnaeus University,901-1000,https://www.shanghairanking.com/institution/linnaeus-university
London Business School,901-1000,https://www.shanghairanking.com/institution/london-business-school
Loyola University Chicago,901-1000,https://www.shanghairanking.com/institution/loyola-university-chicago
Manchester Metropolitan University,901-1000,https://www.shanghairanking.com/institution/manchester-metropolitan-university
Medical University of Warsaw,901-1000,https://www.shanghairanking.com/institution/medical-university-of-warsaw
Metropolitan Autonomous University,901-1000,https://www.shanghairanking.com/institution/metropolitan-autonomous-university
Montana State University - Bozeman,901-1000,https://www.shanghairanking.com/institution/montana-state-university-bozeman
Montpellier Business School,901-1000,https://www.shanghairanking.com/institution/montpellier-business-school
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),901-1000,https://www.shanghairanking.com/institution/national-research-nuclear-university-mephi-moscow-engineering-physics-institute
National University of Colombia,901-1000,https://www.shanghairanking.com/institution/national-university-of-colombia
National University of Sciences and Technology Pakistan,901-1000,https://www.shanghairanking.com/institution/national-university-of-sciences-and-technology-pakistan
NHH - Norwegian School of Economics,901-1000,https://www.shanghairanking.com/institution/nhh-norwegian-school-of-economics-1
Nicolaus Copernicus University,901-1000,https://www.shanghairanking.com/institution/nicolaus-copernicus-university
Niigata University,901-1000,https://www.shanghairanking.com/institution/niigata-university
Quaid-i-Azam University,901-1000,https://www.shanghairanking.com/institution/quaid-i-azam-university
Royal College of Surgeons - Ireland,901-1000,https://www.shanghairanking.com/institution/royal-college-of-surgeons-ireland
Saitama University,901-1000,https://www.shanghairanking.com/institution/saitama-university
Sechenov University,901-1000,https://www.shanghairanking.com/institution/sechenov-university
Shandong University of Finance and Economics,901-1000,https://www.shanghairanking.com/institution/shandong-university-of-finance-and-economics
Shanghai University of Finance and Economics,901-1000,https://www.shanghairanking.com/institution/shanghai-university-of-finance-and-economics
Shanghai University of Traditional Chinese Medicine,901-1000,https://www.shanghairanking.com/institution/shanghai-university-of-traditional-chinese-medicine
Shanxi Medical University,901-1000,https://www.shanghairanking.com/institution/shanxi-medical-university
Shihezi University,901-1000,https://www.shanghairanking.com/institution/shihezi-university
Shiraz University of Medical Science,901-1000,https://www.shanghairanking.com/institution/shiraz-university-of-medical-science
Singapore University of Technology & Design,901-1000,https://www.shanghairanking.com/institution/singapore-university-of-technology-design
Southern Cross University,901-1000,https://www.shanghairanking.com/institution/southern-cross-university
SUNY College of Environmental Science and Forestry,901-1000,https://www.shanghairanking.com/institution/suny-college-of-environmental-science-and-forestry
SUNY Upstate Medical University,901-1000,https://www.shanghairanking.com/institution/suny-upstate-medical-university
Swarthmore College,901-1000,https://www.shanghairanking.com/institution/swarthmore-college
Tokyo University of Agriculture and Technology,901-1000,https://www.shanghairanking.com/institution/tokyo-university-of-agriculture-and-technology
University of North Carolina at Greensboro,901-1000,https://www.shanghairanking.com/institution/university-of-north-carolina-at-greensboro
Universidad Andrés Bello,901-1000,https://www.shanghairanking.com/institution/universidad-andrs-bello
Universidad de Cadiz,901-1000,https://www.shanghairanking.com/institution/universidad-de-cadiz
Universidad Pablo de Olavide,901-1000,https://www.shanghairanking.com/institution/universidad-pablo-de-olavide
Universidade Federal de Pelotas,901-1000,https://www.shanghairanking.com/institution/universidade-federal-de-pelotas
University of Alcalá,901-1000,https://www.shanghairanking.com/institution/university-of-alcal
University of Arkansas at Little Rock,901-1000,https://www.shanghairanking.com/institution/university-of-arkansas-at-little-rock
University of Calcutta,901-1000,https://www.shanghairanking.com/institution/university-of-calcutta
University of Cantabria,901-1000,https://www.shanghairanking.com/institution/university-of-cantabria
University of Central Lancashire,901-1000,https://www.shanghairanking.com/institution/university-of-central-lancashire
University of Chieti-Pescara,901-1000,https://www.shanghairanking.com/institution/university-of-chieti-pescara
University of Concepcion,901-1000,https://www.shanghairanking.com/institution/university-of-concepcion
University of Cordoba,901-1000,https://www.shanghairanking.com/institution/university-of-cordoba
University of Ghana,901-1000,https://www.shanghairanking.com/institution/university-of-ghana
University of Hertfordshire,901-1000,https://www.shanghairanking.com/institution/university-of-hertfordshire
University of Lahore,901-1000,https://www.shanghairanking.com/institution/university-of-lahore
University of Lincoln,901-1000,https://www.shanghairanking.com/institution/university-of-lincoln
University of New England,901-1000,https://www.shanghairanking.com/institution/university-of-new-england
University of Novi Sad,901-1000,https://www.shanghairanking.com/institution/university-of-novi-sad
University of Poitiers,901-1000,https://www.shanghairanking.com/institution/university-of-poitiers
University of Portsmouth,901-1000,https://www.shanghairanking.com/institution/university-of-portsmouth
University of Quebec Montreal,901-1000,https://www.shanghairanking.com/institution/university-of-quebec-montreal
University of Sfax,901-1000,https://www.shanghairanking.com/institution/university-of-sfax
University of Sharjah,901-1000,https://www.shanghairanking.com/institution/university-of-sharjah
University of South Africa,901-1000,https://www.shanghairanking.com/institution/university-of-south-africa
University of Southern Queensland,901-1000,https://www.shanghairanking.com/institution/university-of-southern-queensland
University of Valladolid,901-1000,https://www.shanghairanking.com/institution/university-of-valladolid
Warsaw University of Technology,901-1000,https://www.shanghairanking.com/institution/warsaw-university-of-technology
Xiangtan University,901-1000,https://www.shanghairanking.com/institution/xiangtan-university
Xinjiang University,901-1000,https://www.shanghairanking.com/institution/xinjiang-university
Xuzhou Medical College,901-1000,https://www.shanghairanking.com/institution/xuzhou-medical-college
Yangtze University,901-1000,https://www.shanghairanking.com/institution/yangtze-university
Yeshiva University,901-1000,https://www.shanghairanking.com/institution/yeshiva-university
Zhongnan University of Economics and Law,901-1000,https://www.shanghairanking.com/institution/zhongnan-university-of-economics-and-law
