university_name,rank,qs_uni_link
Feng Chia University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/feng-chia-university
Ferhat Abbas Sétif University 1,1201–1500,https://www.timeshighereducation.com/world-university-rankings/ferhat-abbas-setif-university-1
University of La Frontera,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-la-frontera
Universitas Gadjah Mada,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universitas-gadjah-mada
Gazi University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/gazi-universitesi
University of Gdańsk,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-gdansk
Gebze Technical University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/gebze-technical-university
"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",1201–1500,https://www.timeshighereducation.com/world-university-rankings/george-emil-palade-university-medicine-pharmacy-science-and-technology
Georgia Southern University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/georgia-southern-university
German Jordanian University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/german-jordanian-university
Government College University Lahore,1201–1500,https://www.timeshighereducation.com/world-university-rankings/government-college-university-lahore
University of Guilan,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-guilan
Gunma University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/gunma-university
Guru Jambheshwar University of Science and Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/guru-jambheshwar-university-science-and-technology
Gyeongsang National University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/gyeongsang-national-university
Hallym University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/hallym-university
Halmstad University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/halmstad-university
The Hashemite University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/hashemite-university
Université Hassan II de Casablanca,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universite-hassan-ii-de-casablanca
Université Polytechnique Hauts-de-France,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universite-polytechnique-hauts-de-france
Helwan University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/helwan-university
University of Hormozgan,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-hormozgan
University of Hradec Králové,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-hradec-kralove
Hungarian University of Agriculture and Life Sciences,1201–1500,https://www.timeshighereducation.com/world-university-rankings/hungarian-university-agriculture-and-life-sciences
Hyogo Medical University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/hyogo-medical-university
Ibn Tofaïl University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/ibn-tofail-university
Ilam University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/ilam-university
Ilia State University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/ilia-state-university
University of Ilorin,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-ilorin
Incheon National University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/incheon-national-university
Indian Institute of Science Education and Research Bhopal,1201–1500,https://www.timeshighereducation.com/world-university-rankings/indian-institute-science-education-and-research-bhopal
IPB University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/ipb-university
I-Shou University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/i-shou-university
Istanbul Bilgi University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/istanbul-bilgi-university
Istanbul Medeniyet University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/istanbul-medeniyet-university
Izmir Institute of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/izmir-institute-technology
Jeju National University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/jeju-national-university
Jiangsu Normal University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/jiangsu-normal-university
The Jikei University School of Medicine,1201–1500,https://www.timeshighereducation.com/world-university-rankings/jikei-university-school-medicine
The John Paul II Catholic University of Lublin,1201–1500,https://www.timeshighereducation.com/world-university-rankings/john-paul-ii-catholic-university-lublin
Kagawa University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/kagawa-university
Kagoshima University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/kagoshima-university
Kangwon National University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/kangwon-national-university
Karabük University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/karabuk-university
Karunya Institute of Technology and Sciences,1201–1500,https://www.timeshighereducation.com/world-university-rankings/karunya-institute-technology-and-sciences
Kaunas University of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/kaunas-university-technology
Kharazmi University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/kharazmi-university
Kharkiv Aviation Institute,1201–1500,https://www.timeshighereducation.com/world-university-rankings/kharkiv-aviation-institute
Khon Kaen University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/khon-kaen-university
Khulna University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/khulna-university
King Mongkut's University of Technology North Bangkok,1201–1500,https://www.timeshighereducation.com/world-university-rankings/king-mongkuts-university-technology-north-bangkok
Kitasato University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/kitasato-university
KL University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/kl-university
Kyoto Institute of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/kyoto-institute-technology
Kyushu Institute of Technology (Kyutech),1201–1500,https://www.timeshighereducation.com/world-university-rankings/kyushu-institute-technology-kyutech
University of Lethbridge,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-lethbridge
Lodz University of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/lodz-university-technology
Universidad Loyola,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universidad-loyola
"Lumière University, Lyon 2",1201–1500,https://www.timeshighereducation.com/world-university-rankings/lumiere-university-lyon-2
Universidade Lusófona,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universidade-lusofona
Lviv Polytechnic National University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-university-lviv-polytechnic
Universiti Malaysia Perlis,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universiti-malaysia-perlis
Manipal University Jaipur,1201–1500,https://www.timeshighereducation.com/world-university-rankings/manipal-university-jaipur
University of Manouba,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-manouba
University of Maribor,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-maribor
University of Marrakech Cadi Ayyad,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-marrakech-cadi-ayyad
University of Mauritius,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-mauritius-0
Medical University of Lublin,1201–1500,https://www.timeshighereducation.com/world-university-rankings/medical-university-lublin-0
Medical University of Silesia in Katowice,1201–1500,https://www.timeshighereducation.com/world-university-rankings/medical-university-silsia-0
Medical University of Sofia,1201–1500,https://www.timeshighereducation.com/world-university-rankings/medical-university-sofia
University of Medicine and Pharmacy of Craiova,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-medicine-and-pharmacy-craiova
Mendel University in Brno,1201–1500,https://www.timeshighereducation.com/world-university-rankings/mendel-university-brno
Metropolitan Autonomous University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/metropolitan-autonomous-university
Mie University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/mie-university
Mohammed V University of Rabat,1201–1500,https://www.timeshighereducation.com/world-university-rankings/mohammed-v-university-rabat
University of Monastir,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-monastir
Morgan State University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/morgan-state-university
Multimedia University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/multimedia-university
Mutah University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/mutah-university
Nagaoka University of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/nagaoka-university-technology
Nagasaki University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/nagasaki-university
Nagoya Institute of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/nagoya-institute-technology
University of Nairobi,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-nairobi
University of Namibia,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-namibia
National Changhua University of Education,1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-changhua-university-education
National Chin-Yi University of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-chin-yi-university-technology
National Chung Cheng University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-chung-cheng-university
National University of Colombia,1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-university-colombia
National University of Distance Education (UNED),1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-university-distance-education-uned
National Dong Hwa University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-dong-hwa-university
National Institute of Technology Srinagar,1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-institute-technology-srinagar
National Kaohsiung University of Science and Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-kaohsiung-university-science-and-technology
National Taiwan Ocean University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/national-taiwan-ocean-university
University of Nigeria Nsukka,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-nigeria-nsukka
Ochanomizu University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/ochanomizu-university
Opole University of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/opole-university-technology
University of Oradea,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universitatea-din-oradea-0
Osaka Metropolitan University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/osaka-metropolitan-university
Osmania University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/osmania-university
Paris Nanterre University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/paris-nanterre-university
University of Pau and Pays de l’Adour,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-pau-and-pays-de-ladour
Pavol Jozef Šafárik University in Košice,1201–1500,https://www.timeshighereducation.com/world-university-rankings/pavol-jozef-safarik-university-kosice
Persian Gulf University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/persian-gulf-university
University of the Philippines,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-philippines
Polytechnic Institute of Porto,1201–1500,https://www.timeshighereducation.com/world-university-rankings/polytechnic-institute-porto
Pontifical Catholic University of Peru,1201–1500,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidad-catolica-del-peru
Pontifical Catholic University of Valparaíso,1201–1500,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidad-catolica-de-valparaiso
Pontifical Javeriana University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/pontifical-javeriana-university
Pontifícia Universidade Católica do Paraná,1201–1500,https://www.timeshighereducation.com/world-university-rankings/pontificia-universidade-catolica-do-parana
Port Said University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/port-said-university
Poznań University of Life Sciences,1201–1500,https://www.timeshighereducation.com/world-university-rankings/poznan-university-life-sciences
Poznan University of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/poznan-university-technology
Prince of Songkla University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/prince-songkla-university
University of Puerto Rico,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-puerto-rico
Pukyong National University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/pukyong-national-university
University of Qom,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-qom
University Rey Juan Carlos,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-rey-juan-carlos
Rikkyo University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/rikkyo-university
Ritsumeikan University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/ritsumeikan-university
Université Saint-Joseph de Beyrouth,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universite-saint-joseph-de-beyrouth
Saitama Medical University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/saitama-medical-university
Sakarya University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/sakarya-university
Sapporo Medical University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/sapporo-medical-university
SASTRA University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/sastra-university
Sathyabama Institute of Science and Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/sathyabama-institute-science-and-technology
Universitas Sebelas Maret,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universitas-sebelas-maret
Selçuk University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/selcuk-university
Semnan University of Medical Sciences and Health Services,1201–1500,https://www.timeshighereducation.com/world-university-rankings/semnan-university-medical-sciences-and-health-services
Seoul National University of Science and Technology (SeoulTech),1201–1500,https://www.timeshighereducation.com/world-university-rankings/seoul-national-university-science-and-technology-seoultech
University of La Serena,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-la-serena
Shahid Bahonar University of Kerman,1201–1500,https://www.timeshighereducation.com/world-university-rankings/shahid-bahonar-university-kerman
Shahid Sadoughi University of Medical Sciences,1201–1500,https://www.timeshighereducation.com/world-university-rankings/shahid-sadoughi-university-medical-sciences
Shahjalal University of Science and Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/shahjalal-university-science-and-technology
University of Shanghai for Science and Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-shanghai-science-and-technology
Shibaura Institute of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/shibaura-institute-technology
Shiga University of Medical Science,1201–1500,https://www.timeshighereducation.com/world-university-rankings/shiga-university-medical-science
Showa University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/showa-university
Silesian University of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/silesian-university-technology
Université de Skikda,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universite-de-skikda
Slovak University of Agriculture in Nitra,1201–1500,https://www.timeshighereducation.com/world-university-rankings/slovak-university-agriculture-nitra
Sohag University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/sohag-university
Soonchunhyang University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/soonchunhyang-university
Soongsil University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/soongsil-university
Université Sorbonne Nouvelle,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universite-sorbonne-nouvelle
University of Sousse,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-sousse
University of South China,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-south-china
South Valley University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/south-valley-university
Southwest Petroleum University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/southwest-petroleum-university
University of Split,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-split
Sri Venkateswara University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/sri-venkateswara-university
SRM Institute of Science and Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/srm-institute-science-and-technology
Ştefan cel Mare University of Suceava,1201–1500,https://www.timeshighereducation.com/world-university-rankings/stefan-cel-mare-university-suceava
St Marianna University School of Medicine,1201–1500,https://www.timeshighereducation.com/world-university-rankings/st-marianna-university-school-medicine
Universiti Sultan Zainal Abidin,1201–1500,https://www.timeshighereducation.com/world-university-rankings/sultan-zainal-abidin-university-0
University of Sunderland,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-sunderland
Suranaree University of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/suranaree-university-technology
Universitas Syiah Kuala,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universitas-syiah-kuala
University of Talca,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universidad-de-talca
Tamkang University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/tamkang-university
University of Tarapacá,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-tarapaca
Technical University of Cluj-Napoca,1201–1500,https://www.timeshighereducation.com/world-university-rankings/technical-university-cluj-napoca
Technical University of Crete,1201–1500,https://www.timeshighereducation.com/world-university-rankings/technical-university-crete
Technical University of Košice,1201–1500,https://www.timeshighereducation.com/world-university-rankings/technical-university-kosice
University of Technology of Compiègne,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-technology-compiegne
Universiti Teknikal Malaysia Melaka,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universiti-teknikal-malaysia-melaka
Institut Teknologi Sepuluh Nopember,1201–1500,https://www.timeshighereducation.com/world-university-rankings/institut-teknologi-sepuluh-nopember
University of Texas Rio Grande Valley,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-texas-rio-grande-valley
Tezpur University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/tezpur-university
Thammasat University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/thammasat-university
Thiagarajar College of Engineering,1201–1500,https://www.timeshighereducation.com/world-university-rankings/thiagarajar-college-engineering
Toho University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/toho-university
Tokai University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/tokai-university
Tokushima University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-tokushima
Tokyo University of Marine Science and Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/tokyo-university-marine-science-and-technology
Tokyo University of Science,1201–1500,https://www.timeshighereducation.com/world-university-rankings/tokyo-university-science
Tomas Bata University in Zlín,1201–1500,https://www.timeshighereducation.com/world-university-rankings/tomas-bata-university-zlin
University of Toyama,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-toyama
Transilvania University of Brașov,1201–1500,https://www.timeshighereducation.com/world-university-rankings/transilvania-university-brasov
Tribhuvan University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/tribhuvan-university
Tunghai University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/tunghai-university
University of Tunis,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-tunis
Tzu Chi University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/tzu-chi-university
UNIR – International University of La Rioja,1201–1500,https://www.timeshighereducation.com/world-university-rankings/unir-international-university-la-rioja-0
Unisinos University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universidade-do-vale-do-rio-dos-sinos
Universiti Tun Hussein Onn Malaysia (UTHM),1201–1500,https://www.timeshighereducation.com/world-university-rankings/universiti-tun-hussein-onn-malaysia-uthm
University of Valladolid,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-valladolid
Veltech University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/veltech-university
University of Venda,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-venda
"Vietnam National University, Hanoi",1201–1500,https://www.timeshighereducation.com/world-university-rankings/vietnam-national-university-hanoi
Vilnius Gediminas Technical University (Vilnius Tech),1201–1500,https://www.timeshighereducation.com/world-university-rankings/vilnius-gediminas-technical-university-vilnius-tech
"Visvesvaraya National Institute of Technology, Nagpur",1201–1500,https://www.timeshighereducation.com/world-university-rankings/visvesvaraya-national-institute-technology-nagpur
VSB - Technical University of Ostrava,1201–1500,https://www.timeshighereducation.com/world-university-rankings/vsb-technical-university-ostrava
Vytautas Magnus University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/vytautas-magnus-university
Walailak University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/walailak-university
Warsaw University of Life Sciences – SGGW,1201–1500,https://www.timeshighereducation.com/world-university-rankings/warsaw-university-life-sciences-sggw
Warsaw University of Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/warsaw-university-technology
University of West Bohemia,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-west-bohemia
University of Western Macedonia,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-western-macedonia
West University of Timişoara,1201–1500,https://www.timeshighereducation.com/world-university-rankings/universitatea-de-vest-din-timisoara
Wrocław University of Environmental and Life Sciences,1201–1500,https://www.timeshighereducation.com/world-university-rankings/wroclaw-university-environmental-and-life-sciences
Wrocław University of Science and Technology,1201–1500,https://www.timeshighereducation.com/world-university-rankings/wroclaw-university-science-and-technology
Wuhan Textile University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/wuhan-textile-university
Xiangtan University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/xiangtan-university
Xuzhou Medical University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/xuzhou-medical-university
Yamagata University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/yamagata-university
Yamaguchi University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/yamaguchi-university
University of Yamanashi,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-yamanashi
Yarmouk University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/yarmouk-university
Yasouj University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/yasouj-university
Yokohama National University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/yokohama-national-university
Yuan Ze University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/yuan-ze-university
University of Zambia,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-zambia
University of Zanjan,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-zanjan
Zanjan University of Medical Sciences,1201–1500,https://www.timeshighereducation.com/world-university-rankings/zanjan-university-medical-sciences
Zhejiang Chinese Medical University,1201–1500,https://www.timeshighereducation.com/world-university-rankings/zhejiang-chinese-medical-university
University of Zimbabwe,1201–1500,https://www.timeshighereducation.com/world-university-rankings/university-zimbabwe
Université 8 Mai 1945 Guelma,1501+,https://www.timeshighereducation.com/world-university-rankings/universite-8-mai-1945-guelma
University Abdelhamid Ibn Badis Mostaganem,1501+,https://www.timeshighereducation.com/world-university-rankings/university-abdelhamid-ibn-badis-mostaganem
Abdelmalek Essaâdi University,1501+,https://www.timeshighereducation.com/world-university-rankings/universite-abdelmalek-essaadi-0
University of Abou Bekr Belkaïd Tlemcen,1501+,https://www.timeshighereducation.com/world-university-rankings/university-abou-bekr-belkaid-tlemcen
Acıbadem University,1501+,https://www.timeshighereducation.com/world-university-rankings/acibadem-university
Adelphi University,1501+,https://www.timeshighereducation.com/world-university-rankings/adelphi-university
Afe Babalola University,1501+,https://www.timeshighereducation.com/world-university-rankings/afe-babalola-university
Akita University,1501+,https://www.timeshighereducation.com/world-university-rankings/akita-university
Aksaray University,1501+,https://www.timeshighereducation.com/world-university-rankings/aksaray-university
Alexandru Ioan Cuza University,1501+,https://www.timeshighereducation.com/world-university-rankings/alexandru-ioan-cuza-university
Alzahra University,1501+,https://www.timeshighereducation.com/world-university-rankings/alzahra-university
University of Anbar,1501+,https://www.timeshighereducation.com/world-university-rankings/university-anbar
Universitas Andalas,1501+,https://www.timeshighereducation.com/world-university-rankings/universitas-andalas
"University of the Andes, Venezuela",1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-de-los-andes-merida
Andhra University,1501+,https://www.timeshighereducation.com/world-university-rankings/andhra-university
Universidad Andrés Bello (UNAB),1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-andres-bello-unab
Ankara University,1501+,https://www.timeshighereducation.com/world-university-rankings/ankara-university
Ankara Yildirim Beyazit University,1501+,https://www.timeshighereducation.com/world-university-rankings/ankara-yildirim-beyazit-university
Annamalai University,1501+,https://www.timeshighereducation.com/world-university-rankings/annamalai-university
Antonio Nariño University,1501+,https://www.timeshighereducation.com/world-university-rankings/antonio-narino-university
Aoyama Gakuin University,1501+,https://www.timeshighereducation.com/world-university-rankings/aoyama-gakuin-university
Arak University,1501+,https://www.timeshighereducation.com/world-university-rankings/arak-university
Universidad Autónoma de Ciudad Juárez,1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-de-ciudad-juarez
Universidad Autónoma de Coahuila,1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-de-coahuila
Universidad Autónoma del Estado de Hidalgo,1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-del-estado-de-hidalgo
Universidad Autónoma del Estado de Mexico (UAEMex),1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-del-estado-de-mexico-uaemex
Universidad Autónoma del Estado de Morelos,1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-del-estado-de-morelos
Universidad Autónoma de Nuevo León (UANL),1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-de-nuevo-leon-uanl
Universidad Autónoma de Querétaro,1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-de-queretaro
Universidad Autónoma de Yucatán,1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-autonoma-de-yucatan
Autonomous University of Baja California,1501+,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-baja-california
Badji Mokhtar University – Annaba,1501+,https://www.timeshighereducation.com/world-university-rankings/badji-mokhtar-university-annaba
University of Baghdad,1501+,https://www.timeshighereducation.com/world-university-rankings/university-baghdad
Baku State University,1501+,https://www.timeshighereducation.com/world-university-rankings/baku-state-university
Başkent University,1501+,https://www.timeshighereducation.com/world-university-rankings/baskent-university
University of Basrah,1501+,https://www.timeshighereducation.com/world-university-rankings/university-basrah
University of Batna 2,1501+,https://www.timeshighereducation.com/world-university-rankings/university-batna-2
University of Béjaïa,1501+,https://www.timeshighereducation.com/world-university-rankings/university-bejaia
Benemérita Universidad Autónoma de Puebla,1501+,https://www.timeshighereducation.com/world-university-rankings/benemerita-universidad-autonoma-de-puebla
University of Benin,1501+,https://www.timeshighereducation.com/world-university-rankings/university-benin
Bernardo O’Higgins University,1501+,https://www.timeshighereducation.com/world-university-rankings/bernardo-ohiggins-university
Bharath Institute of Higher Education and Research,1501+,https://www.timeshighereducation.com/world-university-rankings/bharath-institute-higher-education-and-research
Bharati Vidyapeeth University,1501+,https://www.timeshighereducation.com/world-university-rankings/bharati-vidyapeeth-university
Bialystok University of Technology,1501+,https://www.timeshighereducation.com/world-university-rankings/bialystok-university-technology
Bilecik Şeyh Edebali University,1501+,https://www.timeshighereducation.com/world-university-rankings/bilecik-seyh-edebali-university
University of Bío-Bío,1501+,https://www.timeshighereducation.com/world-university-rankings/university-bio-bio
University of Birjand,1501+,https://www.timeshighereducation.com/world-university-rankings/university-birjand
University of Biskra,1501+,https://www.timeshighereducation.com/world-university-rankings/university-biskra
Blida 1 University,1501+,https://www.timeshighereducation.com/world-university-rankings/blida-1-university
Bolu Abant Izzet Baysal University,1501+,https://www.timeshighereducation.com/world-university-rankings/bolu-abant-izzet-baysal-university
Bozok University,1501+,https://www.timeshighereducation.com/world-university-rankings/bozok-university
University of Brawijaya,1501+,https://www.timeshighereducation.com/world-university-rankings/university-brawijaya
Burapha University,1501+,https://www.timeshighereducation.com/world-university-rankings/burapha-university
Bursa Technical University,1501+,https://www.timeshighereducation.com/world-university-rankings/bursa-technical-university-0
Bursa Uludağ University,1501+,https://www.timeshighereducation.com/world-university-rankings/bursa-uludag-university
University of Caldas,1501+,https://www.timeshighereducation.com/world-university-rankings/university-caldas
Çankırı Karatekin University,1501+,https://www.timeshighereducation.com/world-university-rankings/cankiri-karatekin-university
Catholic University of Brasília,1501+,https://www.timeshighereducation.com/world-university-rankings/catholic-university-brasilia
Catholic University of the North,1501+,https://www.timeshighereducation.com/world-university-rankings/catholic-university-north
Universidad Católica del Maule,1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-catolica-del-maule
Universidad Católica de la Santísima Concepción,1501+,https://www.timeshighereducation.com/world-university-rankings/universidad-catolica-de-la-santisima-concepcion
University of Caxias do Sul,1501+,https://www.timeshighereducation.com/world-university-rankings/university-caxias-do-sul
Ceará State University,1501+,https://www.timeshighereducation.com/world-university-rankings/ceara-state-university
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),1501+,https://www.timeshighereducation.com/world-university-rankings/centro-federal-de-educacao-tecnologica-celso-suckow-da-fonseca-cefet-rj
