university_name,rank,qs_uni_link
Shoolini University of Biotechnology and Management Sciences,501–600,https://www.timeshighereducation.com/world-university-rankings/shoolini-university-biotechnology-and-management-sciences
University of Siena,501–600,https://www.timeshighereducation.com/world-university-rankings/university-siena
"Soochow University, China",501–600,https://www.timeshighereducation.com/world-university-rankings/soochow-university-china
Southern Cross University,501–600,https://www.timeshighereducation.com/world-university-rankings/southern-cross-university
University of the Sunshine Coast,501–600,https://www.timeshighereducation.com/world-university-rankings/university-sunshine-coast
University of Tabriz,501–600,https://www.timeshighereducation.com/world-university-rankings/university-tabriz
Tabriz University of Medical Sciences,501–600,https://www.timeshighereducation.com/world-university-rankings/tabriz-university-medical-sciences
Taif University,501–600,https://www.timeshighereducation.com/world-university-rankings/taif-university
The University of Texas at San Antonio,501–600,https://www.timeshighereducation.com/world-university-rankings/university-texas-san-antonio
University of Trieste,501–600,https://www.timeshighereducation.com/world-university-rankings/university-trieste
TU Braunschweig,501–600,https://www.timeshighereducation.com/world-university-rankings/tu-braunschweig
The University of Tulsa,501–600,https://www.timeshighereducation.com/world-university-rankings/university-tulsa
UiT The Arctic University of Norway,501–600,https://www.timeshighereducation.com/world-university-rankings/uit-arctic-university-norway
University of Ulsan,501–600,https://www.timeshighereducation.com/world-university-rankings/university-ulsan
University of Valencia,501–600,https://www.timeshighereducation.com/world-university-rankings/university-valencia
Wayne State University,501–600,https://www.timeshighereducation.com/world-university-rankings/wayne-state-university
University of the West of England,501–600,https://www.timeshighereducation.com/world-university-rankings/university-west-england
University of Windsor,501–600,https://www.timeshighereducation.com/world-university-rankings/university-windsor
University of Wuppertal,501–600,https://www.timeshighereducation.com/world-university-rankings/university-wuppertal
Yangzhou University,501–600,https://www.timeshighereducation.com/world-university-rankings/yangzhou-university
Abdul Wali Khan University Mardan,601–800,https://www.timeshighereducation.com/world-university-rankings/abdul-wali-khan-university-mardan
Air University,601–800,https://www.timeshighereducation.com/world-university-rankings/air-university
The University of Aizu,601–800,https://www.timeshighereducation.com/world-university-rankings/university-aizu
The University of Alabama,601–800,https://www.timeshighereducation.com/world-university-rankings/university-alabama
Alagappa University,601–800,https://www.timeshighereducation.com/world-university-rankings/alagappa-university
Aligarh Muslim University,601–800,https://www.timeshighereducation.com/world-university-rankings/aligarh-muslim-university
Amedeo Avogadro University of Eastern Piedmont,601–800,https://www.timeshighereducation.com/world-university-rankings/amedeo-avogadro-university-eastern-piedmont
American University,601–800,https://www.timeshighereducation.com/world-university-rankings/american-university
American University of Sharjah,601–800,https://www.timeshighereducation.com/world-university-rankings/american-university-sharjah
University of Arkansas,601–800,https://www.timeshighereducation.com/world-university-rankings/university-arkansas
University of Aveiro,601–800,https://www.timeshighereducation.com/world-university-rankings/university-aveiro
Babol University of Medical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/babol-university-medical-sciences
Banaras Hindu University,601–800,https://www.timeshighereducation.com/world-university-rankings/banaras-hindu-university
University of Bari Aldo Moro,601–800,https://www.timeshighereducation.com/world-university-rankings/university-bari-aldo-moro
University of the Basque Country,601–800,https://www.timeshighereducation.com/world-university-rankings/university-basque-country
Baylor University,601–800,https://www.timeshighereducation.com/world-university-rankings/baylor-university
University of Beira Interior,601–800,https://www.timeshighereducation.com/world-university-rankings/university-beira-interior
Bharathiar University,601–800,https://www.timeshighereducation.com/world-university-rankings/bharathiar-university
Bilkent University,601–800,https://www.timeshighereducation.com/world-university-rankings/bilkent-university
Birmingham City University,601–800,https://www.timeshighereducation.com/world-university-rankings/birmingham-city-university
Boğaziçi University,601–800,https://www.timeshighereducation.com/world-university-rankings/bogazici-university
University of Campania Luigi Vanvitelli,601–800,https://www.timeshighereducation.com/world-university-rankings/university-campania-luigi-vanvitelli
Cankaya University,601–800,https://www.timeshighereducation.com/world-university-rankings/cankaya-university
University of Cape Coast,601–800,https://www.timeshighereducation.com/world-university-rankings/university-cape-coast
Capital Medical University,601–800,https://www.timeshighereducation.com/world-university-rankings/capital-medical-university
Capital University of Science and Technology,601–800,https://www.timeshighereducation.com/world-university-rankings/capital-university-science-and-technology
The Catholic University of America,601–800,https://www.timeshighereducation.com/world-university-rankings/catholic-university-america
The Catholic University of Korea,601–800,https://www.timeshighereducation.com/world-university-rankings/catholic-university-korea
Chang Gung University,601–800,https://www.timeshighereducation.com/world-university-rankings/chang-gung-university
Chulalongkorn University,601–800,https://www.timeshighereducation.com/world-university-rankings/chulalongkorn-university
Clark University,601–800,https://www.timeshighereducation.com/world-university-rankings/clark-university
COMSATS University Islamabad,601–800,https://www.timeshighereducation.com/world-university-rankings/comsats-university-islamabad
University of Córdoba,601–800,https://www.timeshighereducation.com/world-university-rankings/university-cordoba
Coventry University,601–800,https://www.timeshighereducation.com/world-university-rankings/coventry-university
Cyprus University of Technology,601–800,https://www.timeshighereducation.com/world-university-rankings/cyprus-university-technology
University of Debrecen,601–800,https://www.timeshighereducation.com/world-university-rankings/university-debrecen
De Montfort University,601–800,https://www.timeshighereducation.com/world-university-rankings/de-montfort-university
University of Derby,601–800,https://www.timeshighereducation.com/world-university-rankings/university-derby
Duy Tan University,601–800,https://www.timeshighereducation.com/world-university-rankings/duy-tan-university
East China University of Science and Technology,601–800,https://www.timeshighereducation.com/world-university-rankings/east-china-university-science-and-technology
Eastern Mediterranean University,601–800,https://www.timeshighereducation.com/world-university-rankings/eastern-mediterranean-university
École Centrale de Lyon,601–800,https://www.timeshighereducation.com/world-university-rankings/ecole-centrale-de-lyon
École des Mines de Saint-Étienne,601–800,https://www.timeshighereducation.com/world-university-rankings/ecole-des-mines-de-saint-etienne
École Nationale des Travaux Publics de l'État (ENTPE),601–800,https://www.timeshighereducation.com/world-university-rankings/ecole-nationale-des-travaux-publics-de-letat-entpe
Egypt-Japan University of Science and Technology (E-JUST),601–800,https://www.timeshighereducation.com/world-university-rankings/egypt-japan-university-science-and-technology-e-just
"University of Engineering and Technology, Taxila",601–800,https://www.timeshighereducation.com/world-university-rankings/university-engineering-and-technology-taxila
Universidade Estadual Paulista (Unesp),601–800,https://www.timeshighereducation.com/world-university-rankings/universidade-estadual-paulista-unesp
Ewha Womans University,601–800,https://www.timeshighereducation.com/world-university-rankings/ewha-womans-university
Federal University of Rio de Janeiro,601–800,https://www.timeshighereducation.com/world-university-rankings/federal-university-rio-de-janeiro
Universidade Federal do Rio Grande do Sul,601–800,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-do-rio-grande-do-sul
Federation University Australia,601–800,https://www.timeshighereducation.com/world-university-rankings/federation-university-australia
University of Foggia,601–800,https://www.timeshighereducation.com/world-university-rankings/university-foggia
Gabriele d‘Annunzio University,601–800,https://www.timeshighereducation.com/world-university-rankings/gabriele-dannunzio-university
Glasgow Caledonian University,601–800,https://www.timeshighereducation.com/world-university-rankings/glasgow-caledonian-university
Government College University Faisalabad,601–800,https://www.timeshighereducation.com/world-university-rankings/government-college-university-faisalabad
Guangdong University of Technology,601–800,https://www.timeshighereducation.com/world-university-rankings/guangdong-university-technology
Hacettepe University,601–800,https://www.timeshighereducation.com/world-university-rankings/hacettepe-university
University of Haifa,601–800,https://www.timeshighereducation.com/world-university-rankings/university-haifa
University of Hai'l,601–800,https://www.timeshighereducation.com/world-university-rankings/university-hail
Harokopio University of Athens,601–800,https://www.timeshighereducation.com/world-university-rankings/harokopio-university-0
University of Hertfordshire,601–800,https://www.timeshighereducation.com/world-university-rankings/university-hertfordshire
Hiroshima University,601–800,https://www.timeshighereducation.com/world-university-rankings/hiroshima-university
Imam Abdulrahman Bin Faisal University,601–800,https://www.timeshighereducation.com/world-university-rankings/imam-abdulrahman-bin-faisal-university
Imam Khomeini International University,601–800,https://www.timeshighereducation.com/world-university-rankings/imam-khomeini-international-university
Indian Institute of Technology Guwahati,601–800,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-guwahati
Indian Institute of Technology (Indian School of Mines) Dhanbad,601–800,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-indian-school-mines-dhanbad
Indian Institute of Technology Patna,601–800,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-patna
University of Insubria,601–800,https://www.timeshighereducation.com/world-university-rankings/university-insubria
"International Institute of Information Technology, Hyderabad",601–800,https://www.timeshighereducation.com/world-university-rankings/international-institute-information-technology-hyderabad
Iran University of Medical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/iran-university-medical-sciences
ISCTE-University Institute of Lisbon,601–800,https://www.timeshighereducation.com/world-university-rankings/instituto-universitario-de-lisboa
Isfahan University of Technology,601–800,https://www.timeshighereducation.com/world-university-rankings/isfahan-university-technology
Jagiellonian University,601–800,https://www.timeshighereducation.com/world-university-rankings/jagiellonian-university
Jamia Hamdard University,601–800,https://www.timeshighereducation.com/world-university-rankings/jamia-hamdard-university
Jawaharlal Nehru University,601–800,https://www.timeshighereducation.com/world-university-rankings/jawaharlal-nehru-university
Jiangsu University,601–800,https://www.timeshighereducation.com/world-university-rankings/jiangsu-university
Jönköping University,601–800,https://www.timeshighereducation.com/world-university-rankings/jonkoping-university
The University of Jordan,601–800,https://www.timeshighereducation.com/world-university-rankings/university-jordan
Jouf University,601–800,https://www.timeshighereducation.com/world-university-rankings/al-jouf-university-0
Juntendo University,601–800,https://www.timeshighereducation.com/world-university-rankings/juntendo-university
University of Kaiserslautern,601–800,https://www.timeshighereducation.com/world-university-rankings/university-kaiserslautern
Kansas State University,601–800,https://www.timeshighereducation.com/world-university-rankings/kansas-state-university
University of Kashan,601–800,https://www.timeshighereducation.com/world-university-rankings/university-kashan
Kashan University of Medical Sciences and Health Services,601–800,https://www.timeshighereducation.com/world-university-rankings/kashan-university-medical-sciences-and-health-services
Keio University,601–800,https://www.timeshighereducation.com/world-university-rankings/keio-university
KIIT University,601–800,https://www.timeshighereducation.com/world-university-rankings/kiit-university
King Saud bin Abdulaziz University for Health Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/king-saud-bin-abdulaziz-university-health-sciences
Kobe University,601–800,https://www.timeshighereducation.com/world-university-rankings/kobe-university
Konkuk University,601–800,https://www.timeshighereducation.com/world-university-rankings/konkuk-university
Kurdistan University of Medical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/kurdistan-university-medical-sciences
Lehigh University,601–800,https://www.timeshighereducation.com/world-university-rankings/lehigh-university
University of Lille,601–800,https://www.timeshighereducation.com/world-university-rankings/university-lille
London South Bank University,601–800,https://www.timeshighereducation.com/world-university-rankings/london-south-bank-university
University of Lorraine,601–800,https://www.timeshighereducation.com/world-university-rankings/university-lorraine
Louisiana State University,601–800,https://www.timeshighereducation.com/world-university-rankings/louisiana-state-university
Mahidol University,601–800,https://www.timeshighereducation.com/world-university-rankings/mahidol-university
Malaviya National Institute of Technology,601–800,https://www.timeshighereducation.com/world-university-rankings/malaviya-national-institute-technology
Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),601–800,https://www.timeshighereducation.com/world-university-rankings/universiti-malaysia-pahang-al-sultan-abdullah-umpsa
Manipal Academy of Higher Education,601–800,https://www.timeshighereducation.com/world-university-rankings/manipal-university-formerly-known-manipal-academy-higher-education
Marche Polytechnic University,601–800,https://www.timeshighereducation.com/world-university-rankings/universita-politecnica-delle-marche
"University of Maryland, Baltimore County",601–800,https://www.timeshighereducation.com/world-university-rankings/university-maryland-baltimore-county
Masaryk University,601–800,https://www.timeshighereducation.com/world-university-rankings/masaryk-university
Mashhad University of Medical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/mashhad-university-medical-sciences
Mazandaran University of Medical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/mazandaran-university-medical-sciences
University of Minho,601–800,https://www.timeshighereducation.com/world-university-rankings/university-minho
Mississippi State University,601–800,https://www.timeshighereducation.com/world-university-rankings/mississippi-state-university
University of Namur,601–800,https://www.timeshighereducation.com/world-university-rankings/university-namur
Nanjing University of Aeronautics and Astronautics,601–800,https://www.timeshighereducation.com/world-university-rankings/nanjing-university-aeronautics-and-astronautics
Nanjing Forestry University,601–800,https://www.timeshighereducation.com/world-university-rankings/nanjing-forestry-university
Nanjing Tech University,601–800,https://www.timeshighereducation.com/world-university-rankings/nanjing-tech-university
National Institute of Applied Sciences of Lyon (INSA Lyon),601–800,https://www.timeshighereducation.com/world-university-rankings/institut-national-des-sciences-appliquees-de-lyon-insa
National University of Sciences and Technology,601–800,https://www.timeshighereducation.com/world-university-rankings/national-university-sciences-and-technology
National Sun Yat-Sen University,601–800,https://www.timeshighereducation.com/world-university-rankings/national-sun-yat-sen-university
National Technical University of Athens,601–800,https://www.timeshighereducation.com/world-university-rankings/national-technical-university-athens
National Institute of Technology Rourkela,601–800,https://www.timeshighereducation.com/world-university-rankings/national-institute-technology-rourkela
National Institute of Technology Silchar,601–800,https://www.timeshighereducation.com/world-university-rankings/national-institute-technology-silchar
Near East University,601–800,https://www.timeshighereducation.com/world-university-rankings/near-east-university
"University of Nevada, Las Vegas",601–800,https://www.timeshighereducation.com/world-university-rankings/university-nevada-las-vegas
University of New Brunswick UNB,601–800,https://www.timeshighereducation.com/world-university-rankings/university-new-brunswick-unb
University of North Carolina at Charlotte,601–800,https://www.timeshighereducation.com/world-university-rankings/university-north-carolina-charlotte
"Northeastern University, China",601–800,https://www.timeshighereducation.com/world-university-rankings/northeastern-university-china
Northern Illinois University,601–800,https://www.timeshighereducation.com/world-university-rankings/northern-illinois-university
North-West University,601–800,https://www.timeshighereducation.com/world-university-rankings/north-west-university
Norwegian University of Life Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/norwegian-university-life-sciences
Ohio University (Main campus),601–800,https://www.timeshighereducation.com/world-university-rankings/ohio-university-main-campus
Oklahoma State University,601–800,https://www.timeshighereducation.com/world-university-rankings/oklahoma-state-university
Old Dominion University,601–800,https://www.timeshighereducation.com/world-university-rankings/old-dominion-university
Ontario Tech University,601–800,https://www.timeshighereducation.com/world-university-rankings/ontario-tech-university
The Open University,601–800,https://www.timeshighereducation.com/world-university-rankings/open-university
Open University of Catalonia,601–800,https://www.timeshighereducation.com/world-university-rankings/open-university-catalonia
Örebro University,601–800,https://www.timeshighereducation.com/world-university-rankings/orebro-university
Otto von Guericke University of Magdeburg,601–800,https://www.timeshighereducation.com/world-university-rankings/otto-von-guericke-university-magdeburg
Oxford Brookes University,601–800,https://www.timeshighereducation.com/world-university-rankings/oxford-brookes-university
University of Palermo,601–800,https://www.timeshighereducation.com/world-university-rankings/university-palermo
Panjab University,601–800,https://www.timeshighereducation.com/world-university-rankings/panjab-university
University of Parma,601–800,https://www.timeshighereducation.com/world-university-rankings/university-parma
Parthenope University of Naples,601–800,https://www.timeshighereducation.com/world-university-rankings/parthenope-university-naples
Universiti Pendidikan Sultan Idris,601–800,https://www.timeshighereducation.com/world-university-rankings/sultan-idris-education-university-0
Universitat Politècnica de Catalunya,601–800,https://www.timeshighereducation.com/world-university-rankings/universitat-politecnica-de-catalunya
Polytechnic University of Valencia,601–800,https://www.timeshighereducation.com/world-university-rankings/polytechnic-university-valencia
Prince Sattam Bin Abdulaziz University,601–800,https://www.timeshighereducation.com/world-university-rankings/prince-sattam-bin-abdulaziz-university
Princess Nourah bint Abdulrahman University,601–800,https://www.timeshighereducation.com/world-university-rankings/princess-nourah-bint-abdulrahman-university
Qazvin University of Medical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/qazvin-university-medical-sciences
Qingdao University,601–800,https://www.timeshighereducation.com/world-university-rankings/qingdao-university
Universitat Ramon Llull,601–800,https://www.timeshighereducation.com/world-university-rankings/universitat-ramon-llull
Reykjavík University,601–800,https://www.timeshighereducation.com/world-university-rankings/reykjavik-university
University of Rhode Island,601–800,https://www.timeshighereducation.com/world-university-rankings/university-rhode-island
University of Rome III,601–800,https://www.timeshighereducation.com/world-university-rankings/university-rome-iii
Roskilde University,601–800,https://www.timeshighereducation.com/world-university-rankings/roskilde-university
University of Salento,601–800,https://www.timeshighereducation.com/world-university-rankings/university-salento
University of Sannio,601–800,https://www.timeshighereducation.com/world-university-rankings/university-sannio
University of Santiago de Compostela,601–800,https://www.timeshighereducation.com/world-university-rankings/university-santiago-de-compostela
University of Sassari,601–800,https://www.timeshighereducation.com/world-university-rankings/university-sassari
Saveetha Institute of Medical and Technical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/saveetha-institute-medical-and-technical-sciences
Shahid Beheshti University of Medical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/shahid-beheshti-university-medical-sciences
University of Siegen,601–800,https://www.timeshighereducation.com/world-university-rankings/university-siegen
South China Normal University,601–800,https://www.timeshighereducation.com/world-university-rankings/south-china-normal-university
SRUC (Scotland’s Rural College),601–800,https://www.timeshighereducation.com/world-university-rankings/sruc-scotlands-rural-college
University of Stavanger,601–800,https://www.timeshighereducation.com/world-university-rankings/university-stavanger
Sultan Qaboos University,601–800,https://www.timeshighereducation.com/world-university-rankings/sultan-qaboos-university
Sumy State University,601–800,https://www.timeshighereducation.com/world-university-rankings/sumy-state-university
Sunway University,601–800,https://www.timeshighereducation.com/world-university-rankings/sunway-university
SUNY Binghamton University,601–800,https://www.timeshighereducation.com/world-university-rankings/suny-binghamton-university
Tallinn University of Technology,601–800,https://www.timeshighereducation.com/world-university-rankings/tallinn-university-technology
Tecnológico de Monterrey,601–800,https://www.timeshighereducation.com/world-university-rankings/tecnologico-de-monterrey
Tehran University of Medical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/tehran-university-medical-sciences
Universiti Tenaga Nasional (UNITEN),601–800,https://www.timeshighereducation.com/world-university-rankings/universiti-tenaga-nasional-uniten
University of Texas at Arlington,601–800,https://www.timeshighereducation.com/world-university-rankings/university-texas-arlington
Texas Tech University,601–800,https://www.timeshighereducation.com/world-university-rankings/texas-tech-university
Thapar Institute of Engineering and Technology,601–800,https://www.timeshighereducation.com/world-university-rankings/thapar-institute-engineering-and-technology
University of Toledo,601–800,https://www.timeshighereducation.com/world-university-rankings/university-toledo
Ton Duc Thang University,601–800,https://www.timeshighereducation.com/world-university-rankings/ton-duc-thang-university
Toronto Metropolitan University,601–800,https://www.timeshighereducation.com/world-university-rankings/toronto-metropolitan-university
University of Tuscia,601–800,https://www.timeshighereducation.com/world-university-rankings/university-tuscia
University of Udine,601–800,https://www.timeshighereducation.com/world-university-rankings/university-udine
Ulster University,601–800,https://www.timeshighereducation.com/world-university-rankings/university-ulster
Umm Al-Qura University,601–800,https://www.timeshighereducation.com/world-university-rankings/umm-al-qura-university
Paris Lodron Universität Salzburg,601–800,https://www.timeshighereducation.com/world-university-rankings/paris-lodron-universitat-salzburg
Urmia University of Medical Sciences,601–800,https://www.timeshighereducation.com/world-university-rankings/urmia-university-medical-sciences
VIT University,601–800,https://www.timeshighereducation.com/world-university-rankings/vit-university
University of Warsaw,601–800,https://www.timeshighereducation.com/world-university-rankings/university-warsaw
University of the Western Cape,601–800,https://www.timeshighereducation.com/world-university-rankings/university-western-cape
University of the West of Scotland,601–800,https://www.timeshighereducation.com/world-university-rankings/university-west-scotland
William & Mary,601–800,https://www.timeshighereducation.com/world-university-rankings/william-mary
University of Wolverhampton,601–800,https://www.timeshighereducation.com/world-university-rankings/university-wolverhampton
Worcester Polytechnic Institute,601–800,https://www.timeshighereducation.com/world-university-rankings/worcester-polytechnic-institute
Wroclaw Medical University,601–800,https://www.timeshighereducation.com/world-university-rankings/wroclaw-medical-university
University of Wyoming,601–800,https://www.timeshighereducation.com/world-university-rankings/university-wyoming
Xi’an Jiaotong-Liverpool University,601–800,https://www.timeshighereducation.com/world-university-rankings/xian-jiaotong-liverpool-university
Xidian University,601–800,https://www.timeshighereducation.com/world-university-rankings/xidian-university
Yeungnam University,601–800,https://www.timeshighereducation.com/world-university-rankings/yeungnam-university
Zhejiang Normal University,601–800,https://www.timeshighereducation.com/world-university-rankings/zhejiang-normal-university
Zhengzhou University,601–800,https://www.timeshighereducation.com/world-university-rankings/zhengzhou-university
University of the Aegean,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-aegean
Ahvaz Jundishapur University of Medical Sciences (AJUMS),801–1000,https://www.timeshighereducation.com/world-university-rankings/ahvaz-jundishapur-university-medical-sciences-ajums
Al-Azhar University,801–1000,https://www.timeshighereducation.com/world-university-rankings/al-azhar-university
University of Alcalá,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-alcala
Alexandria University,801–1000,https://www.timeshighereducation.com/world-university-rankings/alexandria-university
University of Algarve,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-algarve
American University in Cairo,801–1000,https://www.timeshighereducation.com/world-university-rankings/american-university-cairo
Amity University,801–1000,https://www.timeshighereducation.com/world-university-rankings/amity-university-uttar-pradesh
Amrita Vishwa Vidyapeetham,801–1000,https://www.timeshighereducation.com/world-university-rankings/amrita-vishwa-vidyapeetham
"University of the Andes, Colombia",801–1000,https://www.timeshighereducation.com/world-university-rankings/university-andes-colombia
Arak University of Medical Sciences,801–1000,https://www.timeshighereducation.com/world-university-rankings/arak-university-medical-sciences
Aristotle University of Thessaloniki,801–1000,https://www.timeshighereducation.com/world-university-rankings/aristotle-university-thessaloniki
Arts et Métiers,801–1000,https://www.timeshighereducation.com/world-university-rankings/arts-et-metiers
Aswan University,801–1000,https://www.timeshighereducation.com/world-university-rankings/aswan-university
Athens University of Economics and Business,801–1000,https://www.timeshighereducation.com/world-university-rankings/athens-university-economics-and-business
Bahçeşehir University,801–1000,https://www.timeshighereducation.com/world-university-rankings/bahcesehir-university
Bahria University,801–1000,https://www.timeshighereducation.com/world-university-rankings/bahria-university
University of the Balearic Islands,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-balearic-islands
University of Belgrade,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-belgrade
University of Bergamo,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-bergamo
"Birla Institute of Technology and Science, Pilani",801–1000,https://www.timeshighereducation.com/world-university-rankings/birla-institute-technology-and-science-pilani
BRAC University,801–1000,https://www.timeshighereducation.com/world-university-rankings/brac-university
Université de Bretagne Occidentale,801–1000,https://www.timeshighereducation.com/world-university-rankings/universite-de-bretagne-occidentale
University of Brighton,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-brighton
Bucharest University of Economic Studies,801–1000,https://www.timeshighereducation.com/world-university-rankings/bucharest-university-economic-studies
Cairo University,801–1000,https://www.timeshighereducation.com/world-university-rankings/cairo-university
University of Camerino (Unicam),801–1000,https://www.timeshighereducation.com/world-university-rankings/university-camerino-unicam
Carlos III University of Madrid,801–1000,https://www.timeshighereducation.com/world-university-rankings/charles-iii-university-madrid
University of Castilla-La Mancha,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-castilla-la-mancha
Catholic University of Portugal,801–1000,https://www.timeshighereducation.com/world-university-rankings/universidade-catolica-portuguesa
Changsha University of Science and Technology,801–1000,https://www.timeshighereducation.com/world-university-rankings/changsha-university-science-and-technology
Chapman University,801–1000,https://www.timeshighereducation.com/world-university-rankings/chapman-university
Charles Sturt University,801–1000,https://www.timeshighereducation.com/world-university-rankings/charles-sturt-university
Institute of Chemical Technology,801–1000,https://www.timeshighereducation.com/world-university-rankings/institute-chemical-technology
Chengdu University,801–1000,https://www.timeshighereducation.com/world-university-rankings/chengdu-university
Chiang Mai University,801–1000,https://www.timeshighereducation.com/world-university-rankings/chiang-mai-university
Chiba University,801–1000,https://www.timeshighereducation.com/world-university-rankings/chiba-university
University of Chile,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-chile
China University of Petroleum (East China),801–1000,https://www.timeshighereducation.com/world-university-rankings/china-university-petroleum-east-china
Chonnam National University,801–1000,https://www.timeshighereducation.com/world-university-rankings/chonnam-national-university
Chungnam National University,801–1000,https://www.timeshighereducation.com/world-university-rankings/chungnam-national-university
Clarkson University,801–1000,https://www.timeshighereducation.com/world-university-rankings/clarkson-university
University of Clermont Auvergne,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-clermont-auvergne
University of la Costa,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-la-costa
Covenant University,801–1000,https://www.timeshighereducation.com/world-university-rankings/covenant-university
CY Cergy Paris University,801–1000,https://www.timeshighereducation.com/world-university-rankings/cy-cergy-paris-university-0
Czech University of Life Sciences Prague (CZU),801–1000,https://www.timeshighereducation.com/world-university-rankings/czech-university-life-sciences-prague-czu
Damietta University,801–1000,https://www.timeshighereducation.com/world-university-rankings/damietta-university
University of Delhi,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-delhi
Delhi Technological University,801–1000,https://www.timeshighereducation.com/world-university-rankings/delhi-technological-university
University of Deusto,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-deusto
University of Dhaka,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-dhaka
Eötvös Loránd University,801–1000,https://www.timeshighereducation.com/world-university-rankings/eotvos-lorand-university
Federal University of Minas Gerais,801–1000,https://www.timeshighereducation.com/world-university-rankings/federal-university-minas-gerais
Universidade Federal de Santa Catarina,801–1000,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-de-santa-catarina
Universidade Federal de São Paulo (UNIFESP),801–1000,https://www.timeshighereducation.com/world-university-rankings/universidade-federal-de-sao-paulo-unifesp
Ferdowsi University of Mashhad,801–1000,https://www.timeshighereducation.com/world-university-rankings/ferdowsi-university-mashhad
Florida Atlantic University,801–1000,https://www.timeshighereducation.com/world-university-rankings/florida-atlantic-university
Florida Institute of Technology,801–1000,https://www.timeshighereducation.com/world-university-rankings/florida-institute-technology
University of the Free State,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-free-state-0
Fuzhou University,801–1000,https://www.timeshighereducation.com/world-university-rankings/fuzhou-university
University of Girona,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-girona
University of Gloucestershire,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-gloucestershire
Gorgan University of Agricultural Sciences and Natural Resources,801–1000,https://www.timeshighereducation.com/world-university-rankings/gorgan-university-agricultural-sciences-and-natural-resources
Guangzhou University,801–1000,https://www.timeshighereducation.com/world-university-rankings/guangzhou-university
Guangzhou Medical University,801–1000,https://www.timeshighereducation.com/world-university-rankings/guangzhou-medical-university
Guilan University of Medical Sciences,801–1000,https://www.timeshighereducation.com/world-university-rankings/guilan-university-medical-sciences
Harbin Engineering University,801–1000,https://www.timeshighereducation.com/world-university-rankings/harbin-engineering-university
Hazara University Mansehra,801–1000,https://www.timeshighereducation.com/world-university-rankings/hazara-university-mansehra
Howard University,801–1000,https://www.timeshighereducation.com/world-university-rankings/howard-university
University of Ibadan,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-ibadan
Ilam University of Medical Sciences,801–1000,https://www.timeshighereducation.com/world-university-rankings/ilam-university-medical-sciences-0
"Indian Institute of Science Education and Research, Pune",801–1000,https://www.timeshighereducation.com/world-university-rankings/indian-institute-science-education-and-research-pune
Indian Institute of Technology Gandhinagar,801–1000,https://www.timeshighereducation.com/world-university-rankings/indian-institute-technology-gandhinagar
University of Indonesia,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-indonesia
Indraprastha Institute of Information Technology Delhi,801–1000,https://www.timeshighereducation.com/world-university-rankings/indraprastha-institute-information-technology-delhi
Inha University,801–1000,https://www.timeshighereducation.com/world-university-rankings/inha-university
Universitat Internacional de Catalunya,801–1000,https://www.timeshighereducation.com/world-university-rankings/universitat-internacional-de-catalunya
"International Islamic University, Islamabad",801–1000,https://www.timeshighereducation.com/world-university-rankings/international-islamic-university-islamabad
Isfahan University of Medical Sciences,801–1000,https://www.timeshighereducation.com/world-university-rankings/isfahan-university-medical-sciences
Islamia College Peshawar,801–1000,https://www.timeshighereducation.com/world-university-rankings/islamia-college-peshawar
University of Jaén,801–1000,https://www.timeshighereducation.com/world-university-rankings/university-jaen
