id_,university_name
1436,Sonoma State University
1437,South Carolina State University
1438,South College
1439,South Dakota School of Mines and Technology
1440,South Dakota State University
1441,Southeastern Baptist Theological Seminary
1442,Southeastern Louisiana University
1443,Southeastern Oklahoma State University
1444,Southeastern University
1445,Southeast Missouri Hospital College of Nursing and Health Sciences
1446,Southeast Missouri State University
1447,Southern Adventist University
1448,Southern Arkansas University
1449,Southern Baptist Theological Seminary
1450,Southern California Institute of Architecture
1451,Southern California University of Health Sciences
1452,Southern Connecticut State University
1453,Southern Illinois University--Carbondale
1454,Southern Illinois University Edwardsville
1455,Southern Methodist University
1456,Southern Nazarene University
1457,Southern New Hampshire University
1458,Southern Oregon University
1459,Southern University and A&M College
1460,Southern University at New Orleans
1461,Southern Utah University
1462,Southern Virginia University
1463,Southern Wesleyan University
1464,South Florida State College
1465,South Georgia State College
1466,South Seattle College
1467,South Texas College
1468,South University
1469,South University-Tampa
1470,Southwest Baptist University
1471,Southwestern Adventist University
1472,Southwestern Assemblies of God University
1473,Southwestern Christian College
1474,Southwestern Christian University
1475,Southwestern College
1476,Southwestern Oklahoma State University
1477,Southwestern University
1478,Southwest Minnesota State University
1479,Spalding University
1480,Spelman College
1481,Spokane Community College
1482,Spokane Falls Community College
1483,Spring Arbor University
1484,Springfield College
1485,Spring Hill College
1486,St. Ambrose University
1487,St. Andrews University
1488,Stanford University
1489,State College of Florida--Manatee-Sarasota
1490,St. Augustine College
1491,St. Bonaventure University
1492,St. Catherine University
1493,St. Charles Borromeo Seminary
1494,St. Cloud State University
1495,St. Edward's University
1496,Stephen F. Austin State University
1497,Stephens College
1498,Sterling College (KS)
1499,Sterling College (VT)
1500,Stetson University
1501,Stevens Institute of Technology
1502,Stevenson University
1503,St. Francis College
1504,St. Francis Medical Center College of Nursing
1505,St. Francis University
1506,Stillman College
1507,St. John Fisher University
1508,St. John's College (IL)
1509,St. John's College (MD)
1510,St. John's College (NM)
1511,St. John's University (MN)
1512,St. John's University (NY)
1513,St. John Vianney College Seminary
1514,St. Joseph's College (ME)
1515,St. Joseph Seminary College
1516,"St. Joseph's University, New York"
1517,St. Lawrence University
1518,St Luke's College
1519,St. Mary's College of Maryland
1520,St. Mary's University of San Antonio
1521,St. Norbert College
1522,Stockton University
1523,St. Olaf College
1524,Stone Child College
1525,Stonehill College
1526,Stony Brook University--SUNY
1527,St. Petersburg College
1528,Stratford University
1529,Strayer University
1530,St. Thomas Aquinas College
1531,St. Thomas University
1532,Suffolk University
1533,Sullivan University
1534,Sul Ross State University
1535,SUM Bible College and Theological Seminary
1536,SUNY Brockport
1537,SUNY Buffalo State University
1538,SUNY Cobleskill
1539,SUNY College--Cortland
1540,SUNY College of Environmental Science and Forestry
1541,SUNY College of Technology at Canton
1542,SUNY College of Technology--Delhi
1543,SUNY College--Old Westbury
1544,SUNY Downstate Health Sciences University
1545,SUNY Empire State College
1546,SUNY--Fredonia
1547,SUNY--Geneseo
1548,SUNY Maritime College
1549,SUNY Morrisville
1550,SUNY--New Paltz
1551,SUNY--Oneonta
1552,SUNY Oswego
1553,SUNY Plattsburgh
1554,SUNY Polytechnic Institute
1555,SUNY Potsdam
1556,Susquehanna University
1557,Swarthmore College
1558,Sweet Briar College
1559,Syracuse University
1560,Tabor College
1561,Tacoma Community College
1562,Talladega College
1563,Tallahassee Community College
1564,Tarleton State University
1565,Taylor University
1566,Temple University
1567,Tennessee State University
1568,Tennessee Tech University
1569,Tennessee Wesleyan University
1570,Texas A&M International University
1571,Texas A&M University
1572,Texas A&M University--Commerce
1573,Texas A&M University--Corpus Christi
1574,Texas A&M University--Kingsville
1575,Texas A&M University--San Antonio
1576,Texas A&M University--Texarkana
1577,Texas Christian University
1578,Texas College
1579,Texas Lutheran University
1580,Texas Southern University
1581,Texas State University
1582,Texas Tech University
1583,Texas Tech University Health Sciences Center-El Paso
1584,Texas Tech University Health Sciences Center-Lubbock
1585,Texas Wesleyan University
1586,Texas Woman's University
1587,Thiel College
1588,Thomas Aquinas College
1589,Thomas College
1590,Thomas Edison State University
1591,Thomas Jefferson University
1592,Thomas More College of Liberal Arts
1593,Thomas More University
1594,Thomas University
1595,Tiffin University
1596,Toccoa Falls College
1597,Tougaloo College
1598,Touro University
1599,Touro University Nevada
1600,Towson University
1601,Transylvania University
1602,Trevecca Nazarene University
1603,Trine University
1604,Trinity Bible College and Graduate School
1605,Trinity Christian College
1606,Trinity College
1607,Trinity College of Nursing & Health Sciences
1608,Trinity International University
1609,Trinity University
1610,Trinity Washington University
1611,Trocair College
1612,Troy University
1613,Truckee Meadows Community College
1614,Truett McConnell University
1615,Truman State University
1616,Tufts University
1617,Tulane University
1618,Turtle Mountain Community College
1619,Tusculum University
1620,Tuskegee University
1621,Tyler Junior College
1622,Union Adventist University
1623,Union College (KY)
1624,Union College (NY)
1625,Union Institute and University
1626,Union University
1627,United States Air Force Academy
1628,United States Coast Guard Academy
1629,United States International University--Kenya
1630,United States Merchant Marine Academy
1631,United States Military Academy at West Point
1632,United States Naval Academy
1633,United States University
1634,United Tribes Technical College
1635,Unitek College
1636,Unity Environmental University
1637,Universidad Adventista de las Antillas
1638,Universidad Ana G. Mendez--Carolina Campus
1639,Universidad Ana G. Mendez--Cupey Campus
1640,Universidad Ana G. Mendez--Gurabo Campus
1641,Universidad Central Del Caribe
1642,Universidad del Sagrado Corazon
1643,Universidad Politecnica de Puerto Rico
1644,University at Albany--SUNY
1645,University at Buffalo--SUNY
1646,University of Advancing Technology
1647,The University of Akron
1648,The University of Alabama
1649,University of Alabama at Birmingham
1650,University of Alabama at Huntsville
1651,University of Alaska--Anchorage
1652,University of Alaska--Fairbanks
1653,University of Alaska--Southeast
1654,University of Antelope Valley
1655,University of Arizona
1656,University of Arkansas
1657,University of Arkansas at Little Rock
1658,University of Arkansas for Medical Sciences
1659,University of Arkansas -- Fort Smith
1660,University of Arkansas--Monticello
1661,University of Arkansas--Pine Bluff
1662,University of Baltimore
1663,University of Bridgeport
1664,"University of California, Berkeley"
1665,"University of California, Davis"
1666,"University of California, Irvine"
1667,"University of California, Los Angeles"
1668,"University of California, Merced"
1669,"University of California, Riverside"
1670,"University of California, San Diego"
1671,"University of California, Santa Barbara"
1672,"University of California, Santa Cruz"
1673,University of Central Arkansas
1674,University of Central Florida
1675,University of Central Missouri
1676,University of Central Oklahoma
1677,University of Charleston
1678,University of Chicago
1679,University of Cincinnati
1680,University of Cincinnati--UC Blue Ash College
1681,University of Colorado Boulder
1682,University of Colorado Colorado Springs
1683,University of Colorado Denver
1684,University of Connecticut
1685,University of Dallas
1686,University of Dayton
1687,University of Delaware
1688,University of Denver
1689,University of Detroit Mercy
1690,University of Dubuque
1691,University of Evansville
1692,University of Findlay
1693,University of Florida
1694,University of Georgia
1695,University of Guam
1696,University of Hartford
1697,University of Hawaii at Hilo
1698,University of Hawaii at Manoa
1699,University of Hawaii--Maui College
1700,University of Hawaii--West Oahu
1701,University of Health Sciences & Pharmacy in St. Louis
1702,University of Holy Cross
1703,University of Houston
1704,University of Houston--Clear Lake
1705,University of Houston--Downtown
1706,University of Houston--Victoria
1707,University of Idaho
1708,University of Illinois--Chicago
1709,University of Illinois--Springfield
1710,University of Illinois Urbana-Champaign
1711,University of Indianapolis
1712,University of Iowa
1713,University of Jamestown
1714,University of Kansas
1715,University of Kentucky
1716,University of La Verne
1717,University of Louisiana at Lafayette
1718,University of Louisiana at Monroe
1719,University of Louisville
1720,University of Lynchburg
1721,University of Maine
1722,University of Maine at Farmington
1723,University of Maine--Augusta
1724,University of Maine--Fort Kent
1725,University of Maine--Presque Isle
1726,University of Mary
1727,University of Mary Hardin-Baylor
1728,"University of Maryland, Baltimore"
1729,"University of Maryland, Baltimore County"
1730,"University of Maryland, College Park"
1731,"University of Maryland, Eastern Shore"
1732,University of Maryland Global Campus
1733,University of Mary Washington
1734,University of Massachusetts--Amherst
1735,University of Massachusetts--Boston
1736,University of Massachusetts--Dartmouth
1737,University of Massachusetts--Lowell
1738,University of Memphis
1739,University of Miami
1740,University of Michigan--Ann Arbor
1741,University of Michigan--Dearborn
1742,University of Michigan--Flint
1743,University of Minnesota Crookston
1744,University of Minnesota Duluth
1745,University of Minnesota Morris
1746,"University of Minnesota, Twin Cities"
1747,University of Mississippi
1748,University of Missouri
1749,University of Missouri--Kansas City
1750,University of Missouri--St. Louis
1751,University of Mobile
1752,University of Montana
1753,University of Montana Western
1754,University of Montevallo
1755,University of Mount Olive
1756,University of Mount Union
1757,University of Nebraska at Kearney
1758,University of Nebraska -- Lincoln
1759,University of Nebraska Medical Center
1760,University of Nebraska Omaha
1761,"University of Nevada, Las Vegas"
1762,"University of Nevada, Reno"
1763,University of New England
1764,University of New Hampshire
1765,University of New Hampshire at Manchester
1766,University of New Haven
1767,University of New Mexico
1768,University of New Orleans
1769,University of North Alabama
1770,University of North Carolina Asheville
1771,University of North Carolina at Chapel Hill
1772,University of North Carolina at Greensboro
1773,University of North Carolina--Charlotte
1774,University of North Carolina--Pembroke
1775,University of North Carolina School of the Arts
1776,University of North Carolina--Wilmington
1777,University of North Dakota
1778,University of Northern Colorado
1779,University of Northern Iowa
1780,University of North Florida
1781,University of North Georgia
1782,University of North Texas
1783,University of North Texas at Dallas
1784,University of Northwestern Ohio
1785,University of Northwestern--St. Paul
1786,University of Notre Dame
1787,University of Oklahoma
1788,University of Oklahoma Health Sciences Center
1789,The University of Olivet
1790,University of Oregon
1791,University of Pennsylvania
1792,University of Pikeville
1793,University of Pittsburgh
1794,University of Pittsburgh at Bradford
1795,University of Pittsburgh at Greensburg
1796,University of Pittsburgh at Johnstown
1797,University of Portland
1798,University of Providence
1799,University of Puerto Rico--Aguadilla
1800,University of Puerto Rico--Arecibo
1801,University of Puerto Rico--Bayamon
1802,University of Puerto Rico--Cayey
1803,University of Puerto Rico--Humacao
1804,University of Puerto Rico--Mayaguez
1805,University of Puerto Rico--Ponce
1806,University of Puerto Rico--Rio Piedras
1807,University of Puerto Rico--Utuado
1808,University of Puget Sound
1809,University of Redlands
1810,University of Rhode Island
1811,University of Richmond
1812,University of Rio Grande
1813,University of Rochester
1814,University of Saint Francis
1815,University of Saint Joseph
1816,University of Saint Katherine
1817,University of Saint Mary
1818,University of San Diego
1819,University of San Francisco
1820,University of Science and Arts of Oklahoma
1821,University of Scranton
1822,University of Silicon Valley
1823,University of Sioux Falls
1824,University of South Alabama
1825,University of South Carolina
1826,University of South Carolina Aiken
1827,University of South Carolina Beaufort
1828,University of South Carolina Upstate
1829,University of South Dakota
1830,University of Southern California
1831,University of Southern Indiana
1832,University of Southern Maine
1833,University of Southern Mississippi
1834,University of South Florida
1835,University of St. Francis
1836,University of St. Thomas (MN)
1837,University of St. Thomas (TX)
1838,University of Tampa
1839,University of Tennessee at Chattanooga
1840,University of Tennessee at Martin
1841,University of Tennessee Health Sciences Center
1842,"University of Tennessee, Knoxville"
1843,University of Tennessee Southern
1844,The University of Texas at Arlington
1845,University of Texas at Austin
1846,The University of Texas at Dallas
1847,The University of Texas at El Paso
1848,University of Texas at San Antonio
1849,The University of Texas at Tyler
1850,University of Texas Health Science Center--Houston
1851,University of Texas Health Science Center--San Antonio
1852,University of Texas Medical Branch--Galveston
1853,University of Texas Permian Basin
1854,University of Texas Rio Grande Valley
1855,University of the Arts
1856,University of the Cumberlands
1857,University of the District of Columbia
1858,University of the Incarnate Word
1859,University of the Ozarks
1860,University of the Pacific
1861,University of the Potomac
1862,The University of the South
1863,University of the Southwest
1864,University of the Virgin Islands
1865,University of the West
1866,University of Toledo
1867,University of Tulsa
1868,University of Utah
1869,University of Valley Forge
1870,University of Vermont
1871,University of Virginia
1872,University of Virginia--Wise
1873,University of Washington
1874,University of Washington Bothell
1875,University of Washington Tacoma
1876,University of West Alabama
1877,University of West Florida
1878,University of West Georgia
1879,University of Wisconsin--Eau Claire
1880,University of Wisconsin--Green Bay
1881,University of Wisconsin--La Crosse
1882,University of Wisconsin--Madison
1883,University of Wisconsin--Milwaukee
1884,University of Wisconsin--Oshkosh
1885,University of Wisconsin--Parkside
1886,University of Wisconsin--Platteville
1887,University of Wisconsin--River Falls
1888,University of Wisconsin--Stevens Point
1889,University of Wisconsin--Stout
1890,University of Wisconsin--Superior
1891,University of Wisconsin--Whitewater
1892,University of Wyoming
1893,Upper Iowa University
1894,Ursinus College
1895,Ursuline College
1896,Utah State University
1897,Utah Tech University
1898,Utah Valley University
1899,Utica University
1900,Valdosta State University
1901,Valencia College
1902,Valley City State University
1903,Valparaiso University
1904,Vanderbilt University
1905,VanderCook College of Music
1906,Vanguard University of Southern California
1907,Vassar College
1908,Vaughn College of Aeronautics and Technology
1909,Vermont State University
1910,Villa Maria College
1911,Villanova University
1912,Vincennes University
1913,Virginia Commonwealth University
1914,Virginia Military Institute
1915,Virginia State University
1916,Virginia Tech
1917,Virginia Union University
1918,Virginia Wesleyan University
1919,Viterbo University
1920,Voorhees University
1921,Wabash College
1922,Wade College
1923,Wagner College
1924,Wake Forest University
1925,Waldorf University
1926,Walla Walla University
1927,Walsh College
1928,Walsh University
1929,Warner Pacific University
1930,Warner University
1931,Warren Wilson College
1932,Wartburg College
1933,Washburn University
1934,Washington Adventist University
1935,Washington and Lee University
1936,Washington College
1937,Washington & Jefferson College
1938,Washington State University
1939,Washington University in St. Louis
1940,Wayland Baptist University
1941,Waynesburg University
1942,Wayne State College
1943,Wayne State University
1944,Webber International University
1945,Webb Institute
1946,Weber State University
1947,Webster University
1948,Welch College
1949,Wellesley College
1950,Wells College
1951,Wenatchee Valley College
1952,Wentworth Institute of Technology
1953,Wesleyan College
1954,Wesleyan University
1955,West Chester University of Pennsylvania
1956,Westcliff University
1957,West Coast University
1958,Western Carolina University
1959,Western Colorado University
1960,Western Connecticut State University
1961,Western Illinois University
1962,Western Kentucky University
1963,Western Michigan University
1964,Western Nevada College
1965,Western New England University
1966,Western New Mexico University
1967,Western Oregon University
1968,Western Washington University
1969,Westfield State University
1970,West Liberty University
1971,West Los Angeles College
1972,Westminster College (MO)
1973,Westminster College (PA)
1974,Westminster University (UT)
1975,Westmont College
1976,West Texas A&M University
1977,West Virginia State University
1978,West Virginia University
1979,West Virginia University Institute of Technology
1980,West Virginia University--Parkersburg
1981,West Virginia Wesleyan College
1982,Whatcom Community College
1983,Wheaton College (IL)
1984,Wheaton College (MA)
1985,Wheeling University
1986,Whitman College
1987,Whittier College
1988,Whitworth University
1989,Wichita State University
1990,Widener University
1991,Wilberforce University
1992,Wiley College
1993,Wilkes University
1994,Willamette University
1995,William Carey University
1996,William Jewell College
1997,William & Mary
1998,William Paterson University of New Jersey
1999,William Peace University
2000,William Penn University
2001,Williams Baptist University
2002,Williams College
2003,William Woods University
2004,Wilmington College
2005,Wilmington University
2006,Wilson College
2007,Wingate University
2008,Winona State University
2009,Winston-Salem State University
2010,Winthrop University
2011,Wisconsin Lutheran College
2012,Wittenberg University
2013,Wofford College
2014,Woodbury University
2015,Worcester Polytechnic Institute
2016,Worcester State University
2017,Wright State University
2018,Xavier University
2019,Xavier University of Louisiana
2020,Yakima Valley College
2021,Yale University
2022,Yeshiva University
2023,York College--CUNY
2024,York College of Pennsylvania
2025,York University
2026,Young Harris College
2027,Youngstown State University
