id_,university_name
860,Indiana University Southeast
861,Indiana Wesleyan University
862,Indian River State College
863,Institute of American Indian Arts
864,Inter American University of Puerto Rico--Aguadilla
865,Inter American University of Puerto Rico--Arecibo
866,Inter American University of Puerto Rico--Barranquitas
867,Inter American University of Puerto Rico--Bayamon
868,Inter American University of Puerto Rico--Fajardo
869,Inter American University of Puerto Rico--Guayama
870,Inter American University of Puerto Rico--Metropolitan Campus
871,Inter American University of Puerto Rico--Ponce
872,Inter American University of Puerto Rico--San German
873,International College of the Cayman Islands
874,Iona University
875,Iowa State University of Science and Technology
876,Ithaca College
877,Jackson College
878,Jackson State University
879,Jacksonville State University
880,Jacksonville University
881,James Madison University
882,Jamestown Business College
883,Jarvis Christian University
884,Jessup University
885,Jewish Theological Seminary of America
886,John Brown University
887,John Carroll University
888,John Paul the Great Catholic University
889,Johns Hopkins University
890,Johnson C. Smith University
891,Johnson University (TN)
892,Johnson & Wales University--Charlotte
893,Johnson & Wales University--Providence
894,Judson University
895,Juilliard School
896,Juniata College
897,Kalamazoo College
898,Kansas City Art Institute
899,Kansas State University
900,Kansas Wesleyan University
901,Kean University
902,Keene State College
903,Keiser University
904,Kennesaw State University
905,Kent State University
906,Kent State University at East Liverpool
907,Kentucky Christian University
908,Kentucky State University
909,Kentucky Wesleyan College
910,Kenyon College
911,Kettering College
912,Kettering University
913,Keuka College
914,Keystone College
915,King's College
916,The King's College
917,King University
918,Knox College
919,Kutztown University of Pennsylvania
920,Kuyper College
921,Laboure College
922,Lackawanna College
923,Lafayette College
924,LaGrange College
925,Laguna College of Art and Design
926,Lake Erie College
927,Lake Forest College
928,Lakeland University
929,Lake Michigan College
930,Lake-Sumter State College
931,Lake Superior State University
932,Lakeview College of Nursing
933,Lake Washington Institute of Technology
934,Lamar University
935,Lancaster Bible College
936,Lander University
937,Landmark College
938,Lane College
939,Langston University
940,La Roche University
941,La Salle University
942,Lasell University
943,La Sierra University
944,Lawrence Technological University
945,Lawrence University
946,Lebanese American University
947,Lebanon Valley College
948,Lees-McRae College
949,Lee University
950,Lehigh University
951,Le Moyne College
952,LeMoyne-Owen College
953,Lenoir-Rhyne University
954,Lesley University
955,LeTourneau University
956,Lewis & Clark College
957,Lewis-Clark State College
958,Lewis University
959,Liberty University
960,Life Pacific University
961,Life University
962,LIM College
963,Limestone University
964,Lincoln Christian University
965,Lincoln Memorial University
966,Lincoln University (CA)
967,Lincoln University (MO)
968,Lincoln University (PA)
969,Lindenwood University
970,Lindsey Wilson College
971,Linfield University
972,Lipscomb University
973,Livingstone College
974,Logan University
975,Loma Linda University
976,Long Island University
977,Longwood University
978,Loras College
979,Louisiana Christian University
980,Louisiana State University--Alexandria
981,Louisiana State University--Baton Rouge
982,Louisiana State University Health Sciences Center
983,Louisiana State University--Shreveport
984,Louisiana Tech University
985,Lourdes University
986,Loyola Marymount University
987,Loyola University Chicago
988,Loyola University Maryland
989,Loyola University New Orleans
990,Lubbock Christian University
991,Luther College
992,Lycoming College
993,Lynn University
994,Lyon College
995,Macalester College
996,Madonna University
997,Maharishi International University
998,Maine College of Art
999,Maine Maritime Academy
1000,Malone University
1001,Manchester University
1002,Manhattan Christian College
1003,Manhattan College
1004,Manhattan School of Music
1005,Manhattanville College
1006,Manor College
1007,Maranatha Baptist University
1008,Maria College of Albany
1009,Marian University (IN)
1010,Marian University (WI)
1011,Marietta College
1012,Marist College
1013,Marquette University
1014,Marshall University
1015,Mars Hill University
1016,Martin Luther College
1017,Martin University
1018,Mary Baldwin University
1019,Maryland Institute College of Art
1020,Marymount Manhattan College
1021,Marymount University
1022,Maryville College
1023,Maryville University of St. Louis
1024,Marywood University
1025,Massachusetts College of Art and Design
1026,Massachusetts College of Liberal Arts
1027,Massachusetts Institute of Technology
1028,Massachusetts Maritime Academy
1029,The Master's University and Seminary
1030,Mayville State University
1031,McDaniel College
1032,McKendree University
1033,McMurry University
1034,McNeese State University
1035,McPherson College
1036,MCPHS University
1037,Medgar Evers College--CUNY
1038,Medical University of South Carolina
1039,Menlo College
1040,Mercer University
1041,Mercy College of Health Sciences
1042,Mercy College of Ohio
1043,Mercyhurst University
1044,Mercy University
1045,Meredith College
1046,Merrimack College
1047,Messiah University
1048,Methodist College
1049,Methodist University
1050,Metropolitan College of New York
1051,Metropolitan State University
1052,Metropolitan State University of Denver
1053,MGH Institute of Health Professions
1054,Miami Dade College
1055,Miami International University of Art & Design
1056,Miami Regional University
1057,Miami University--Hamilton
1058,Miami University--Middletown
1059,Miami University--Oxford
1060,Michigan State University
1061,Michigan Technological University
1062,Mid-America Christian University
1063,MidAmerica Nazarene University
1064,Mid-Atlantic Christian University
1065,Middlebury College
1066,Middle Georgia State University
1067,Middle Tennessee State University
1068,Midland College
1069,Midland University
1070,Midway University
1071,Midwestern Baptist Theological Seminary
1072,Midwestern State University
1073,Miles College
1074,Millersville University of Pennsylvania
1075,Milligan University
1076,Millikin University
1077,Millsaps College
1078,Milwaukee Institute of Art and Design
1079,Milwaukee School of Engineering
1080,Minneapolis College of Art and Design
1081,Minnesota State University--Mankato
1082,Minnesota State University--Moorhead
1083,Minot State University
1084,MiraCosta College
1085,Misericordia University
1086,Mississippi College
1087,Mississippi State University
1088,Mississippi University for Women
1089,Mississippi Valley State University
1090,Missouri Baptist University
1091,Missouri Southern State University
1092,Missouri State University
1093,Missouri University of Science and Technology
1094,Missouri Valley College
1095,Missouri Western State University
1096,Mitchell College
1097,Modesto Junior College
1098,Molloy University
1099,Monmouth College
1100,Monmouth University
1101,Monroe College
1102,Montana State University
1103,Montana State University--Billings
1104,Montana State University--Northern
1105,Montana Technological University
1106,Montclair State University
1107,Montreat College
1108,Montserrat College of Art
1109,Moody Bible Institute
1110,Moore College of Art & Design
1111,Moravian University
1112,Morehead State University
1113,Morehouse College
1114,Morgan State University
1115,Morningside University
1116,Morris College
1117,Mount Aloysius College
1118,Mount Angel Seminary
1119,Mount Carmel College of Nursing
1120,Mount Holyoke College
1121,Mount Marty University
1122,Mount Mary University
1123,Mount Mercy University
1124,Mount Saint Mary's University
1125,Mount St. Joseph University
1126,Mount St. Mary College
1127,Mount St. Mary's University
1128,Mount Vernon Nazarene University
1129,Muhlenberg College
1130,Multnomah University
1131,Murray State University
1132,Muskingum University
1133,Naropa University
1134,National Louis University
1135,National University
1136,National University College
1137,Navajo Technical University
1138,Nazareth University
1139,Nebraska Methodist College
1140,Nebraska Wesleyan University
1141,Neumann University
1142,Neumont College of Computer Science
1143,Nevada State University
1144,Newberry College
1145,New College of Florida
1146,New England College
1147,New England Conservatory of Music
1148,New England Institute of Technology
1149,New Jersey City University
1150,New Jersey Institute of Technology
1151,Newman University
1152,New Mexico Highlands University
1153,New Mexico State University
1154,New Mexico Tech
1155,New Orleans Baptist Theological Seminary
1156,The New School
1157,NewSchool of Architecture and Design
1158,New York Institute of Technology
1159,New York School of Interior Design
1160,New York University
1161,Niagara University
1162,Nicholls State University
1163,Nichols College
1164,Nightingale College
1165,Norfolk State University
1166,North Carolina Agricultural and Technical State University
1167,North Carolina Central University
1168,North Carolina State University
1169,North Carolina Wesleyan University
1170,North Central College
1171,North Central University
1172,North Dakota State University
1173,Northeastern Illinois University
1174,Northeastern State University
1175,Northeastern University
1176,Northern Arizona University
1177,Northern Illinois University
1178,Northern Kentucky University
1179,Northern Marianas College
1180,Northern Michigan University
1181,Northern New Mexico College
1182,Northern State University
1183,North Florida College
1184,North Greenville University
1185,Northland College
1186,North Park University
1187,North Seattle College
1188,Northwestern College
1189,Northwestern Health Sciences University
1190,Northwestern Michigan College
1191,Northwestern Oklahoma State University
1192,Northwestern State University of Louisiana
1193,Northwestern University
1194,Northwest Florida State College
1195,Northwest Indian College
1196,Northwest Missouri State University
1197,Northwest Nazarene University
1198,Northwest University
1199,Northwood University
1200,Norwich University
1201,Notre Dame College of Ohio
1202,Notre Dame of Maryland University
1203,Nova Southeastern University
1204,Nueta Hidatsa Sahnish College
1205,Oakland City University
1206,Oakland University
1207,Oak Point University
1208,Oakwood University
1209,Oberlin College and Conservatory
1210,Occidental College
1211,Oglala Lakota College
1212,Oglethorpe University
1213,Ohio Christian University
1214,Ohio Dominican University
1215,Ohio Northern University
1216,The Ohio State University
1217,Ohio University
1218,Ohio Wesleyan University
1219,Oklahoma Baptist University
1220,Oklahoma Christian University
1221,Oklahoma City University
1222,Oklahoma Panhandle State University
1223,Oklahoma State University
1224,Oklahoma State University Institute of Technology--Okmulgee
1225,Oklahoma State University--Oklahoma City
1226,Oklahoma Wesleyan University
1227,Old Dominion University
1228,Olivet Nazarene University
1229,Olympic College
1230,Oral Roberts University
1231,Oregon Health and Science University
1232,Oregon Institute of Technology
1233,Oregon State University
1234,Otis College of Art and Design
1235,Ottawa University
1236,Otterbein University
1237,Ouachita Baptist University
1238,Our Lady of the Lake University
1239,Ozark Christian College
1240,Pace University
1241,Pacific College
1242,Pacific Lutheran University
1243,Pacific Northwest College of Art
1244,Pacific Oaks College
1245,Pacific Union College
1246,Pacific University
1247,Paine College
1248,Palm Beach Atlantic University
1249,Palm Beach State College
1250,Parker University
1251,Park University
1252,Pasco-Hernando State College
1253,Patrick Henry College
1254,Paul Quinn College
1255,Paul Smith's College
1256,Peirce College
1257,Peninsula College
1258,Pennsylvania Academy of the Fine Arts
1259,Pennsylvania College of Art & Design
1260,Pennsylvania College of Technology
1261,Pennsylvania State University -- Behrend
1262,Pennsylvania State University--Berks
1263,Pennsylvania State University--Harrisburg
1264,The Pennsylvania State University--University Park
1265,Pennsylvania Western University
1266,Pensacola State College
1267,Pepperdine University
1268,Peru State College
1269,Pfeiffer University
1270,Philander Smith College
1271,Phillips School of Nursing at Mount Sinai Beth Israel
1272,Piedmont University
1273,Pillar College
1274,Pittsburgh Technical College
1275,Pittsburg State University
1276,Pitzer College
1277,Platt College
1278,Plaza College
1279,Plymouth State University
1280,Point Loma Nazarene University
1281,Point Park University
1282,Point University
1283,Polk State College
1284,Pomona College
1285,Pontifical Catholic University of Puerto Rico--Arecibo
1286,Pontifical Catholic University of Puerto Rico--Ponce
1287,Pontifical College Josephinum
1288,Portland State University
1289,Post University
1290,Prairie View A&M University
1291,Pratt Institute
1292,Presbyterian College
1293,Prescott College
1294,Princeton University
1295,Principia College
1296,Providence Christian College
1297,Providence College
1298,Provo College
1299,Pueblo Community College
1300,Puerto Rico Conservatory of Music
1301,Purchase College--SUNY
1302,Purdue University--Fort Wayne
1303,Purdue University Global
1304,Purdue University--Main Campus
1305,Purdue University--Northwest
1306,Queens University of Charlotte
1307,Quincy University
1308,Quinnipiac University
1309,Radford University
1310,Ramapo College of New Jersey
1311,Randolph College
1312,Randolph-Macon College
1313,Ranken Technical College
1314,Rasmussen University
1315,Red Rocks Community College
1316,Reed College
1317,Regent's American College London
1318,Regent University
1319,Regis College
1320,Regis University
1321,Reinhardt University
1322,Rensselaer Polytechnic Institute
1323,Renton Technical College
1324,Research College of Nursing
1325,Rhode Island College
1326,Rhode Island School of Design
1327,Rhodes College
1328,Rice University
1329,Richmond American University London
1330,Rider University
1331,Ringling College of Art and Design
1332,Rio Hondo College
1333,Ripon College
1334,Rivier University
1335,Roanoke College
1336,Robert Morris University
1337,Roberts Wesleyan College
1338,Rochester Institute of Technology
1339,Rochester University
1340,Rockford University
1341,Rockhurst University
1342,Rocky Mountain College
1343,Rocky Mountain College of Art and Design
1344,Rogers State University
1345,Roger Williams University
1346,Rollins College
1347,Roosevelt University
1348,Rose-Hulman Institute of Technology
1349,Roseman University of Health Sciences
1350,Rosemont College
1351,Rowan University
1352,Russell Sage College
1353,Rust College
1354,Rutgers University--Camden
1355,Rutgers University--Newark
1356,Rutgers University--New Brunswick
1357,Sacred Heart Major Seminary
1358,Sacred Heart University
1359,Saginaw Valley State University
1360,Saint Anselm College
1361,Saint Anthony College of Nursing
1362,Saint Augustine's University
1363,Saint Elizabeth University
1364,Saint Johns River State College
1365,Saint Joseph's University
1366,Saint Leo University
1367,Saint Louis University
1368,Saint Martin's University
1369,Saint Mary-of-the-Woods College
1370,Saint Mary's College
1371,Saint Mary's College of California
1372,Saint Mary's University of Minnesota
1373,Saint Michael's College
1374,Saint Peter's University
1375,Saint Vincent College
1376,Saint Xavier University
1377,Salem College
1378,Salem State University
1379,Salem University
1380,Salisbury University
1381,Salish Kootenai College
1382,Salve Regina University
1383,Samford University
1384,Sam Houston State University
1385,Samuel Merritt University
1386,San Diego Christian College
1387,San Diego Mesa College
1388,San Diego State University
1389,San Francisco Conservatory of Music
1390,San Francisco State University
1391,San Joaquin Valley College--Visalia
1392,San Jose State University
1393,San Juan Bautista School of Medicine
1394,Santa Ana College
1395,Santa Clara University
1396,Santa Fe College
1397,Santa Monica College
1398,Sarah Lawrence College
1399,Savannah College of Art and Design
1400,Savannah State University
1401,Schoolcraft College
1402,School of the Art Institute of Chicago
1403,School of Visual Arts
1404,Schreiner University
1405,Scripps College
1406,Seattle Central College
1407,Seattle Pacific University
1408,Seattle University
1409,Seminole State College of Florida
1410,Sentara College of Health Sciences
1411,Seton Hall University
1412,Seton Hill University
1413,Shasta College
1414,Shawnee State University
1415,Shaw University
1416,Shenandoah University
1417,Shepherd University
1418,Shippensburg University of Pennsylvania
1419,Shorter University
1420,Siena College
1421,Siena Heights University
1422,Sierra Nevada University
1423,Simmons University
1424,Simpson College
1425,Simpson University
1426,Sinte Gleska University
1427,Sitting Bull College
1428,Skagit Valley College
1429,Skidmore College
1430,Skyline College
1431,Slippery Rock University of Pennsylvania
1432,Smith College
1433,Snow College
1434,Soka University of America
1435,Solano Community College
