,canada_id,arwu_name,canada_name,programs
59,1739,University of Miami,University of Miami,"['Accounting', 'Advertising', 'Aerospace Engineering', 'African Studies', 'American Studies', 'Anthropology', 'Architectural Engineering', 'Architecture', 'Art', 'Athletic Training', 'Biochemistry', 'Biology', 'Biomedical Engineering', 'Broadcast Journalism', 'Ceramics', 'Chemistry', 'Civil Engineering', 'Classics', 'Commercial Music & Production', 'Communication Studies', 'Composition', 'Computer Engineering', 'Computer Information Systems', 'Computer Science', 'Creative Writing', 'Criminology', 'Economics', 'Ecosystem Science and Policy', 'Electrical Engineering', 'Electronic Media', 'Elementary Education', 'Engineering Science', 'English', 'Entrepreneurship', 'Environmental Engineering', 'Exercise Physiology', 'Finance', 'French', 'Geography and Regional Studies', 'Geological Sciences', 'German', 'Graphic Design/Multimedia', 'Health Science (Bachelor Of Science)', 'Health Sector Policy and Management', 'History', 'Human Resource Management', 'Human and Social Development', 'Industrial Engineering', 'International Finance & Marketing', 'International Studies', 'Journalism', 'Judaic Studies', 'Latin American Studies', 'Legal Studies', 'Management', 'Management Science', 'Marine Affairs', 'Marine Science/Biology', 'Marine Science/Chemistry', 'Marine Science/Computer Science', 'Marine Science/Geology', 'Marine Science/Physics', 'Marketing', 'Mathematics', 'Mechanical Engineering', 'Media Management', 'Meteorology', 'Microbiology', 'Motion Pictures', 'Music', 'Music Business &Entertainment Industries', 'Music Education', 'Music Education/Jazz Emphasis', 'Music Engineering Technology', 'Music Therapy', 'Neuroscience', 'Nursing - B.S.N', 'Painting', 'Performance: Instrumental, Keyboard Or Vocal', 'Philosophy', 'Photography/Digital Imaging', 'Physics', 'Political Science', 'Printmaking', 'Psychology', 'Public Relations', 'Real Estate', 'Religious Studies', 'Sculpture', 'Secondary Education', 'Sociology', 'Spanish', 'Sport Administration', 'Studio Music and Jazz: Instrumental Or Vocal', 'Theatre Arts B.A.', 'Visual Journalism', ""Women'S and Gender Studies""]"
60,1834,University of South Florida,University of South Florida,"['Accounting', 'Advertising', 'Africana Studies', 'American Studies and Humanities', 'Anthropology', 'Applied Sciences', 'Architecture', 'Art Studio and Art History', 'Athletic Training/Sports Medicine', 'Biology & Microbiology', 'Biomedical Science', 'Chemical Engineering', 'Chemistry', 'Civil and Environmental Engineering', 'Classics', 'Communication', 'Communication Sciences and Disorders', 'Computer Science and Engineering', 'Criminology', 'Dance', 'Dance Studies', 'Early Childhood Education', 'Economics', 'Electrical Engineering', 'Elementary Education', 'English', 'Environmental Science and Policy', 'Finance', 'Foreign Languages', 'General Business', 'Geography', 'Geology', 'Gerontology', 'Government and International Affairs', 'History', 'Hotel and Restaurant Management', 'Industrial & Management Systems Engineering', 'Information Technology', 'Interdisciplinary Classical Civilizations', 'Interdisciplinary Natural Science', 'Interdisciplinary Social Sciences', 'International Business', 'International Studies', 'Management', 'Management Information Systems', 'Marketing', 'Mass Communications', 'Mathematics', 'Mechanical Engineering', 'Medical Technology', 'Microbiology and Biology', 'Music', 'Music Education', 'Music Studies', 'Nursing', 'Philosophy', 'Physical Education', 'Physics', 'Political Science', 'Pre-Law', 'Pre-Medical, Pre-Dental, & Pre-Veterinary', 'Psychology', 'Public Health', 'Religious Studies', 'Secondary Education', 'Social Work', 'Sociology', 'Special Education', 'Theatre', ""Women's Studies""]"
61,875,Iowa State University,Iowa State University of Science and Technology,"['Accounting', 'Advertising', 'Aerospace Engineering', 'African American Studies', 'Agricultural Business', 'Agricultural Education and Studies', 'Agricultural History and Rural Studies', 'Agricultural and Biosystems Engineering', 'Agronomy', 'Air Force Aerospace Studies', 'Air Force, Army and Navy', 'Ames Lab Research Programs', 'Animal Ecology', 'Animal Science', 'Anthropology', 'Apparel, Educational Studies and Hospitality Management', 'Applied Linguistics', 'Architecture', 'Art and Design', 'Astronomy', 'Athletic Training', 'Biochem, Biophysics and Molecular Biology', 'Bioethics Program', 'Bioinformatics and Computational Biology', 'Biological/Pre-Medical Illustration', 'Biology', 'Biorenewable Resources and Technology', 'Biotechnology', 'Botany', 'Business Economics', 'Chemical Instrumentation Facility', 'Chemical and Biological Engineering', 'Chemistry', 'Civil, Construction and Environmental Engineering', 'Classical Studies Program', 'Coaching', 'Communication Studies', 'Community and Public Health', 'Community and Regional Planning', 'Computational Fluid Dynamics', 'Computer Engineering', 'Computer Science', 'Culinary Science', 'Curriculum and Instruction', 'Dance', 'Dietetics', 'Distance Education', 'Ecology and Evolutionary Biology Interdepartmental', 'Ecology, Evolution and Organismal Biology', 'Economics', 'Educational Administration', 'Educational Leadership and Policy Studies', 'Electrical and Computer Engineering', 'English', 'Entomology', 'Entrepreneurial Studies', 'Environmental Science', 'Environmental Studies', 'Exercise Science', 'Extension', 'Family and Consumer Sciences Education and Studies', 'Finance', 'Food Science and Human Nutrition', 'Food and Agricultural Policy', 'Foreign Languages', 'Forestry', 'Genetics, Development and Cell Biology', 'Geological and Atmospheric Sciences', 'Gerontology', 'Graphic Design', 'Higher Education', 'Historical, Philosophical, and Comparative Studies In Education', 'History', 'History of Science and Technology', 'Horticulture', 'Hotel, Restaurant, and Institution Management', 'Human Development and Family Studies', 'Industrial Design', 'Industrial Technology', 'Industrial and Manufacturing Systems Engineering', 'Information Systemsster Of Science', 'Information Technology Services', 'Integrated Studio Arts', 'Interior Design', 'International Business', 'International Studies', 'Journalism and Communication', 'Kinesiology', 'Landscape Architecture', 'Library', 'Linguistics', 'Logistics and Supply Chain Management', 'Management', 'Management Information Systems', 'Marketing', 'Materials Preparation', 'Materials Science and Engineering', 'Mathematics', 'Mechanical Engineering', 'Microbiology', 'Microelectronics', 'Midwest Agribusiness Trade Research and Information', 'Military Science', 'Music', 'Natural Resource Ecology and Management', 'Naval Science', 'Operations and Supply Chain Management', 'Performing Arts', 'Philosophy', 'Physical Education Teacher Education', 'Physics and Astronomy', 'Plant Pathology', 'Plant Physiology and Molecular Biology', 'Plant Sciences', 'Political Science', 'Pre-Health Professions', 'Psychology', 'Public Policy and Administration', 'Religious Studies', 'Research and Evaluation', 'Russian Studies', 'Seed Science', 'Sociology', 'Software Engineering', 'Soil Quality', 'Statistics', 'Studies In Education', 'Supply Chain Management', 'Teaching English As A Second Language/Applied Linguistics', 'Textiles and Clothing', 'Theatre', 'Toxicology -- Interdepartmental', 'Transportation, Interdisciplinary', 'University Studies', 'Veterinary Biomedical Sciences', 'Veterinary Clinical Sciences', 'Veterinary Diagnostic and Production Animal Medicine', 'Veterinary Microbiology and Preventive Medicine', 'Veterinary Pathology', 'Virtual Reality Applications', 'Women In Science and Engineering', ""Women'S Studies"", 'World Languages & Cultures']"
62,1135,Kyungpook National University,National University,"['Agricultural Civil Engineering', 'Agricultural Economics', 'Applied Biology', 'Applied Biosciences', 'Applied Chemistry', 'Archaeology And Anthropology', 'Architecture & Civil Engineering', 'Architecture & Urban Environmental Engineering', 'Astronomy And Atmospheric Sciences', 'Biology', 'Business Administration', 'Chemical Engineering', 'Chemistry', 'Child And Family Studies', 'Chinese Language And Literature', 'Civil Engineering', 'Clothing And Textiles', 'Computer Engineering', 'Computer Information', 'Ecological Environment Conservation', 'Economics And Trade', 'Ecotourism', 'Education', 'Elderly Care Management', 'Electrical Engineering', 'English Education', 'English Language And Literature', 'Environmental Engineering', 'Ethics Education', 'European Language Education', 'Fine Arts', 'Food Science', 'Food Science & Biotechnology', 'Food Science And Nutrition', 'Forest Environmental Science', 'French Language And Literature', 'French Language Education', 'Geography', 'Geology', 'German Language And Literature', 'German Language Education', 'Group Of Forestry. Wood & Paper Science', 'History', 'History Education', 'Home Economics Education', 'Horticultural Science', 'Industrial Agricultural Machinery Engineering', 'Japanese Language And Literature', 'Journalism & Mass Communication', 'Korean Language And Literature', 'Korean Language And Literature Education', 'Korean Literature In Classical Chinese', 'Korean Traditional Music', 'Landscape Architecture', 'Law', 'Leisure Sports', 'Library And Information Science', 'Life Science And Bio-Technology', 'Life Sciences', 'Major In Animal Bt Science', 'Major In Biology Education', 'Major In Chemistry Education', 'Major In Child Welfare', 'Major In Earth Science Education', 'Major In Geography Education', 'Major In Physics Education', 'Major In Social Studies Education', 'Major Of Environmental Horticulture', 'Major Of Plant Resource Environment', 'Materials Science And Engineering', 'Mathematics', 'Mathematics Education', 'Mechanical & Automotive Engineering', 'Mechanical Engineering', 'Music', 'Nano & Materials Science And Engineering', 'Natural Fiber Science', 'Philosophy', 'Physical Education', 'Physics And Energy Sciences', 'Political Science And Diplomacy', 'Polymer Science And Engineering', 'Pre-Veterinary Medicine', 'Psychology', 'Public Administration', 'Russian Language And Literature', 'School Of Computer Science And Engineering', 'School Of Electronics Engineering', 'Science Education', 'Social Education', 'Social Welfare', 'Sociology', 'Statistics', 'Textile Engineering & Fashion Design', 'Textile System Engineering', 'Visual Communication Design']"
63,1135,Pusan National University,National University,"['Aerospace Engineering', 'Agricultural Economics', 'Animal Science', 'Applied It & Engineering', 'Archaeology', 'Architectural', 'Art Culture And Image', 'Atmospheric Sciences', 'Bio-Industrial Machinery Engineering', 'Bioenvironmental Energy', 'Biological Education', 'Biological Sciences', 'Biomaterials Science', 'Biomedical Engineering', 'Business Administration', 'Chemical And Biomolecular Engineering', 'Chemistry', 'Chemistry Education', 'Child Development & Family Studies', 'Chinese Language & Literature', 'Civil And Environmental Engineering', 'Clothing & Textiles', 'Communication', 'Computer Science And Engineering', 'Dance', 'Design', 'Early Childhood Education', 'Earth Science Education', 'Economics', 'Education', 'Electrical Engineering', 'English Language & Literature', 'English Language Education', 'Ethics Education', 'Fine Arts', 'Food Science & Nutrition', 'Food Science & Technology', 'French Language & Literature', 'French Language Education', 'Geography Education', 'Geological Sciences', 'German Language & Literature', 'German Language Education', 'Global Studies', 'History', 'History Education', 'Horticultural Bioscience', 'Housing And Interior Design', 'Industrial Engineering', 'International Trade', 'Japanese Language & Literature', 'Korean Language & Literature', 'Korean Language Education', 'Korean Literature In Chinese Characters', 'Korean Music', 'Landscape Architecture', 'Language And Information', 'Law', 'Library, Archive & Information Studies', 'Life Science & Environmental Biochemistry', 'Materials Science And Engineering', 'Mathematics', 'Mathematics Education', 'Mechanical Engineering', 'Microbiology', 'Molecular Biology', 'Music', 'Nanofusion Engineering', 'Nanomaterials Engineering', 'Nanomechatronics Engineering', 'Nanomedical Engineering', 'Naval Architecture & Ocean Engineering', 'Nursing', 'Oceanography Science', 'Organic Mathrial Sience & Engineering', 'Pharmacy', 'Philosophy', 'Physical Education', 'Physics', 'Physics Education', 'Plant Bioscience', 'Plastic Arts', 'Political Science & Diplomacy', 'Polymer Science And Engineering', 'Psychology', 'Public Administration', 'Public Policy & Management', 'Regional Environmental System Engineering', 'Russian Language And Literature', 'Social Studies Education', 'Social Welfare', 'Sociology', 'Special Education', 'Sport Science', 'Statistics', 'Tourism And Convention', 'Urban Engineering']"
64,1322,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,"['Aeronautical Engineering', 'Applied Physics', 'Architecture*', 'Biochemistry and Biophysics', 'Bioinformatics and Molecular Biology', 'Biology*', 'Biomedical Engineering*', 'Business and Management', 'Chemical Engineering', 'Chemistry*', 'Civil Engineering*', 'Cognitive Science', 'Communication*', 'Computer Science*', 'Computer and Systems Engineering*', 'Design, Innovation, and Society', 'Economics*', 'Electrical Engineering*', 'Electronic Arts*', 'Electronic Media, Arts, and Communication', 'Environmental Engineering*', 'Environmental Science*', 'Games and Simulation Arts and Sciences', 'Geology*', 'Hydrogeology*', 'Industrial and Management Engineering*', 'Information Technology and Web Science*', 'Interdisciplinary Science', 'Materials Engineering*', 'Mathematics*', 'Mechanical Engineering', 'Nuclear Engineering*', 'Philosophy*', 'Physics*', 'Psychology*', 'Science, Technology, and Society*', 'Sustainability Studies*']"
65,1812,Federal University of Rio Grande do Sul,University of Rio Grande,"['Accounting', 'Actuarial Sciences', 'Administration', 'Agriculture And Life Sciences', 'Architecture And Urban Planning', 'Archival Sciences', 'Automation And Control Engineering', 'Biological Sciences', 'Biological Sciences - E-Learning', 'Biomedical Sciences', 'Biotechnology', 'Cartographic Engineering', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Computer Engineering', 'Computer Sciences', 'Dance', 'Dental Medicine', 'Design', 'Economy', 'Electrical Engineering', 'Energy Engineering', 'Environmental Engineering', 'Food Engineering', 'Geography', 'Geology', 'Health Policies And Systems Analysis', 'History', 'History Of Art', 'Hydraulic Engineering', 'International Relations', 'Language And Literature', 'Language And Literature - English - E-Learning', 'Law', 'Library Studies', 'Manufacturing Engineering', 'Mass Communication In Multimedia', 'Materials Science And Engineering', 'Mathematics', 'Mathematics - E-Learning', 'Mechanical Engineering', 'Medicine', 'Metallurgical Engineering', 'Mining Engineering', 'Museum Studies', 'Music', 'Music - E-Learning', 'Nursing', 'Nutrition', 'Pedagogy', 'Pharmacology', 'Philosophy', 'Physical Education', 'Physics', 'Physics Engineering', 'Physiotherapy', 'Psychology', 'Public Policy', 'Social Work', 'Sociology', 'Speech And Language Pathology', 'Statistics', 'Technologies For Rural Development', 'Theater Arts', 'Veterinary Medicine', 'Visual Arts', 'Visual Arts - E-Learning', 'Zootechnics']"
66,1825,University of South Carolina - Columbia,University of South Carolina,"['Accounting', 'Advertising', 'African American Studies', 'Anthropology', 'Art Education', 'Art History', 'Art Studio', 'Associate of  Arts', 'Associate of  Science', 'Athletic Training', 'Biochemistry and Molecular Biology', 'Biological Sciences', 'Biomedical Engineering', 'Broadcast Journalism', 'Business Economics', 'Cardiovascular Technology', 'Chemical Engineering', 'Chemistry', 'Civil Engineering', 'Classics', 'Comparative Literature', 'Computer Engineering', 'Computer Information Systems', 'Computer Science', 'Criminology and Criminal Justice', 'Dance', 'Early Childhood Education', 'Economics', 'Electrical Engineering', 'Elementary Education', 'Engineering Science', 'English', 'Environmental Science', 'European Studies', 'Exercise Science', 'Experimental Psychology', 'Film and Media Studies', 'Finance', 'French', 'Geography', 'Geological Sciences', 'Geophysics', 'German', 'History', 'Hospitality Management', 'Information Science', 'Insurance and Risk Management', 'Integrated Information Technology', 'Interdisciplinary Studies, B.A.I.S. (College of  Arts and Sciences)', 'Interdisciplinary Studies, B.A.I.S. (College of  Hospitality, Retail, and Sport Management)', 'Interdisciplinary Studies, B.S.I.S. (College of  Arts and Sciences)', 'Interdisciplinary Studies, Barsc.', 'International Business', 'International Studies', 'Journalism', 'Journalism (Mass Communications Concentration)', 'Latin American Studies', 'Liberal Studies', 'Management', 'Management Science', 'Marine Science,', 'Marketing', 'Mathematics', 'Mechanical Engineering', 'Media Arts', 'Middle Level Education', 'Music', 'Music (Composition Emphasis)', 'Music Performance', 'Music, B.M. (Jazz Studies Emphasis)', 'Music, B.M. (Music Education - Choral Emphasis)', 'Music, B.M. (Music Education - Instrumental Emphasis)', 'Music, B.M. (Performance Emphasis)', 'Music, B.M. (Theory Emphasis)', 'Nursing-Generic, B.S.N.', 'Organizational Leadership', 'Pharmacy', 'Philosophy', 'Physical Education', 'Physics', 'Political Science', 'Public Health', 'Public Relations', 'Real Estate', 'Religious Studies', 'Retailing', 'Russian', 'Social Work', 'Sociology', 'Spanish', 'Sport and Entertainment Management', 'Statistics', 'Theatre', 'Tourism Management', 'Visual Communications', ""Women's and Gender Studies""]"
67,1786,University of Notre Dame,University of Notre Dame,"['Accountancy', 'Aerospace Engineering', 'African American Studies', 'Africana Studies', 'American Studies', 'Anthropology', 'Applied Physics', 'Applied and Computational Mathematics and Statistics', 'Arabic Studies', 'Architecture', 'Art History', 'Art Studio', 'Art, Art History, and Design', 'Biochemistry', 'Biological Sciences', 'Chemical Engineering', 'Chemistry', 'Chemistry/Business', 'Chemistry/Computing', 'Chinese', 'Civil Engineering', 'Classical Civilization', 'Classical Languages', 'Computer Engineering', 'Computer Science', 'Design', 'East Asian Languages & Cultures', 'Economics', 'Electrical Engineering', 'English', 'Environmental Geosciences', 'Film, Television, and Theatre', 'Finance', 'French', 'German', 'German and Russian Languages and Literatures', 'History', 'Information Technology Management', 'Italian', 'Japanese', 'Management Consulting', 'Management Entrepreneurship', 'Marketing', 'Mathematics', 'Mechanical Engineering', 'Medieval Studies', 'Music', 'Philosophy', 'Philosophy/Theology (Joint Major)', 'Physics', 'Physics in Medicine', 'Physics/Education', 'Political Science', 'Preprofessional Studies', 'Program of  Liberal Studies', 'Psychology', 'Romance Languages and Literatures', 'Russian', 'Science-Business', 'Science-Computing', 'Science-Education', 'Sociology', 'Spanish', 'Theology']"
68,1790,University of Oregon,University of Oregon,"['Accounting', 'Anthropology', 'Architecture', 'Art', 'Art History', 'Asian Studies', 'Biochemistry', 'Biology', 'Business', 'Business Administration', 'Ceramics', 'Chemistry', 'Chinese', 'Cinema Studies', 'Classics', 'Clinical Laboratory Science—Medical Technology', 'Communication Disorders and Sciences', 'Comparative Literature', 'Computer and Information Science', 'Dance', 'Dentistry', 'Digital Arts', 'Economics', 'Educational Foundations', 'Engineering', 'English', 'Environmental Science', 'Environmental Studies', 'Ethnic Studies', 'Family and Human Services', 'Fibers', 'Forensic Science', 'French', 'General Science', 'General Social Science', 'Geography', 'Geological Sciences', 'German', 'Health Sciences', 'History', 'Human Physiology', 'Humanities', 'Interior Architecture', 'International Studies', 'Italian', 'Japanese', 'Journalism', 'Journalism: Advertising', 'Journalism: Communication Studies', 'Journalism: Public Relations', 'Judaic Studies', 'Landscape Architecture', 'Latin American Studies', 'Law', 'Linguistics', 'Marine Biology', 'Material and Product Studies', 'Mathematics', 'Mathematics and Computer Science', 'Medicine', 'Medieval Studies', 'Metalsmithing and Jewelry', 'Music', 'Music Composition', 'Music Education', 'Music Performance', 'Music: Jazz Studies', 'Nursing', 'Occupational Therapy', 'Optometry', 'Painting', 'Pharmacy', 'Philosophy', 'Photography', 'Physical Therapy', 'Physician Assistant', 'Physics', 'Planning, Public Policy and Management', 'Podiatry', 'Political Science', 'Printmaking', 'Product Design', 'Psychology', 'Religious Studies', 'Romance Languages', 'Russian and East European Studies', 'Sculpture', 'Social Work', 'Sociology', 'Spanish', 'Teacher Education', 'Theater Arts', 'Veterinary Medicine', 'Women’S and Gender Studies']"
69,1870,University of Vermont,University of Vermont,"['Accounting (B.S./Concentration, Minor)', 'Animal Science (B.S., M.S., Minor)', 'Anthropology (B.A., Minor)', 'Art Education (B.S.)', 'Art History (B.A., Minor)', 'Art, Studio (B.A., Minor)', 'Asian Studies (B.A., Minor)', 'Athletic Training (B.S.)', 'Biochemistry (B.S., Minor)', 'Biological Sciences, Integrated (B.S.)', 'Biology (B.A., M.S., M.S.T., Ph.D., Minor)', 'Business Administration (B.S., M.B.A., Minor)', 'Canadian Studies (B.A., Minor)', 'Chemistry (B.A., B.S., M.S., Ph.D., Minor)', 'Chinese (B.A., Minor)', 'Civil Engineering (B.S., M.S., Ph.D.)', 'Classics/Classical Civilization (B.A., M.A., Minor)', 'Communication Sciences and Disorders (B.S., M.S., Minor)', 'Community Entrepreneurship (B.S., Minor)', 'Community and International Development (B.S., Minor)', 'Computer Science (B.A., B.S., M.S., Ph.D., Minor)', 'Computer Science Information Systems (B.S.)', 'Dietetics, Nutrition and Food Sciences (B.S., M.S.D.)', 'Early Childhood Education (Grades Pre-K To 3) (B.S.)', 'Early Childhood Special Education (Birth Through Age 5) (B.S., M.Ed.)', 'Ecological Agriculture (B.S., Minor)', 'Electrical Engineering (B.S., M.S., Ph.D., Minor)', 'Elementary Education (Grades K To 6) (B.S.)', 'Engineering Management (B.S.)', 'English (B.A., M.A., Minor)', 'Entrepreneurship (B.S./Concentration)', 'Environmental Engineering (B.S.)', 'Environmental Sciences (B.S., Minor)', 'Environmental Studies (B.A., B.S., Minor)', 'European Studies (B.A., Minor)', 'Exercise and Movement Science (B.S.)', 'Film and Television Studies (B.A., Minor)', 'Finance (B.S./Concentration)', 'Forestry (B.S., Minor)', 'French (B.A., M.A., Minor)', 'Geography (B.A., Minor)', 'Geology (B.A., B.S., M.S., Minor)', 'German (B.A., M.A., Minor)', 'Global Studies (B.A., Minor)', 'Greek (B.A., M.A., M.A.T., Minor)', 'History (B.A., M.A., Minor)', 'Human Development and Family Studies (B.S., Minor)', 'Human Resource Management (B.S./Concentration)', 'Individual Design (B.A., Minor)', 'Integrated Biological Science (B.S.)', 'International Management (B.S./Concentration)', 'Italian Studies (B.A., Minor)', 'Japanese (B.A., Minor)', 'Latin (B.A., M.A., M.A.T., Minor)', 'Latin American Studies (B.A., Minor)', 'Linguistics (B.A., Minor)', 'Management Information Systems (B.S./Concentration)', 'Management and the  Environment (B.S./Concentration)', 'Marketing (B.S./Concentration)', 'Mathematics (B.A., B.S., M.S., M.S.T., Minor)', 'Mechanical Engineering (B.S., M.S., Ph.D.)', 'Medical Laboratory Science (B.S.)', 'Microbiology (B.S., Minor)', 'Middle Level Education (Grades 5 To 9) (B.S.)', 'Molecular Genetics (B.S., Minor)', 'Music (B.A., B.M., Minor)', 'Music Education (B.S.)', 'Natural Resources (B.S., M.S., Ph.D.)', 'Neuroscience (B.S., Ph.D.)', 'Nuclear Medical Technology (B.S.)', 'Nursing (B.S., M.S.)', 'Nutrition and Food Sciences (B.S., M.S., Minor)', 'Parks, Recreation and Tourism (B.S., Minor)', 'Philosophy (B.A., Minor)', 'Physical Education (Grades K To 12) (B.S.)', 'Physics (B.A., B.S., M.S., Minor)', 'Plant Biology (B.A., B.S., M.S., Ph.D., Minor)', 'Political Science (B.A., Minor)', 'Production Operation Management (B.S./Concentration)', 'Psychology (B.A., B.S., Ph.D., Minor)', 'Public Communication (B.S.)', 'Radiation Therapy (B.S.)', 'Recreation Management (Currently Named: Parks, Recreation and Tourism) (B.S., Minor)', 'Religion (B.A., Minor)', 'Russian (B.A., Minor)', 'Russian/East European Studies (B.A., Minor)', 'Secondary Education (Grades 7 To 12) (B.S.)', 'Self-Designed (B.S.)', 'Social Work (B.S., M.S.W.)', 'Sociology (B.A., Minor)', 'Spanish (B.A., Minor)', 'Statistics (B.S., M.S., Minor)', 'Sustainable Landscape Horticulture (B.S., Minor)', 'Theatre (B.A., Minor)', 'Wildlife and Fisheries Biology (B.S., Minor in Wildlife Biology)', ""Women's and Gender Studies (B.A., Minor)"", 'Zoology (B.A., B.S., Minor)']"
70,360,Boston College,Boston College,"['Accounting', 'African And African Diaspora Studies', 'Biochemistry', 'Biology', 'Business Law', 'Chemistry', 'Classical Studies', 'Communication', 'Computer Science', 'Earth And Environmental Sciences', 'Economics', 'Education', 'English', 'Finance', 'Fine Arts', 'General Management', 'German Studies', 'History', 'Information Systems', 'International Studies', 'Islamic Civilization And Societies', 'Management And Organization', 'Management Practice/International', 'Marketing', 'Mathematics', 'Music', 'Nursing', 'Operations Management', 'Philosophy', 'Physics', 'Political Science', 'Psychology', 'Romance Languages And Literatures', 'Slavic And Eastern Languages And Literatures', 'Sociology', 'Theatre', 'Theology']"
71,375,Brigham Young University,Brigham Young University,"['Accounting*—Bs', 'Acting*—Bfa', 'Actuarial Science—Bs', 'American Studies*', 'American Studies—Ba', 'Ancient Near Eastern Studies—Ba', 'Animation*—Bfa', 'Anthropology (Sociocultural Double Major)—Ba', 'Anthropology—Ba', 'Arabic Language (2Nd Major Program)—Ba', 'Art Education (K–12)*—Ba', 'Art History and Curatorial Studies—Ba', 'Asian Studies—Ba', 'Athletic Training—Bs', 'Biochemistry—Bs', 'Bioinformatics—Bs', 'Biological Science Education—Bs', 'Biology—Bs', 'Biophysics—Bs', 'Chemical Engineering—Bs', 'Chemistry Education—Bs', 'Chemistry—Ba', 'Chemistry—Bs', 'Chinese—Ba', 'Civil Engineering—Bs', 'Classical Studies—Ba', 'Clinical Laboratory Science*—Bs', 'Communication Disorders—Bs', 'Communications*—Ba', 'Comparative Literature—Ba', 'Computer Engineering—Bs', 'Computer Science—Bs', 'Conservation Biology—Bs', 'Construction Management*—Bs', 'Dance Education*—Ba', 'Dance*—Ba', 'Dietetics*—Bs', 'Early Childhood Education—Bs', 'Earth and Space Science Education—Bs', 'Economics—Ba', 'Economics—Bs', 'Electrical Engineering—Bs', 'Elementary Education—Bs', 'English & American Literature*', 'English Language—Ba', 'English Teaching*—Ba', 'English—Ba', 'Entrepreneurship*', 'Environmental Geology', 'Environmental Science—Bs', 'European Studies—Ba', 'Exercise Science—Bs', 'Exercise and Wellness—Bs', 'Facility and Property Management*—Bs', 'Family History*', 'Family History–Genealogy—Ba', 'Family Life*', 'Family Life—Bs', 'Family and Consumer Sciences Education—Bs', 'Finance*', 'Food Science—Bs', 'French (2Nd Major Program)—Ba', 'French Studies—Ba', 'French Teaching—Ba', 'General Business*', 'Genetics and Biotechnology—Bs', 'Geography—Bs', 'Geology—Bs', 'German Studies (2Nd Major Program)—Ba', 'German Teaching—Ba', 'German—Ba', 'Global Supply Chain Management*', 'Graphic Design*—Bfa', 'History Teaching—Ba', 'History*', 'History—Ba', 'Illustration*—Bfa', 'Industrial Design*—Bfa', 'Information Systems*—Bs', 'Information Technology—Bs', 'Interdisciplinary Humanities—Ba', 'International Relations—Ba', 'Italian Studies (2Nd Major Program)—Ba', 'Italian—Ba', 'Japanese—Ba', 'Jazz Studies*—Bm', 'Korean—Ba', 'Landscape Management—Bs', 'Latin American Studies—Ba', 'Latin Teaching—Ba', 'Linguistics—Ba', 'Management*', 'Manufacturing Engineering Technology—Bs', 'Marketing Management*', 'Mathematics Education—Bs', 'Mathematics—Bs', 'Mechanical Engineering*—Bs', 'Media Arts Studies*—Ba', 'Media Music Studies*—Bm', 'Microbiology—Bs', 'Middle East Studies/Arabic—Ba', 'Molecular Biology—Bs', 'Music Composition*—Bm', 'Music Dance Theatre*—Bfa', 'Music Education*—Bm', 'Music Performance*—Bm', 'Music*—Ba', 'Neuroscience—Bs', 'Nursing*—Bs', 'Nutritional Science—Bs', 'Orgnztnl Behavior/Hr Mgt*', 'Philosophy—Ba', 'Photography*—Bfa', 'Physical Education Teaching/Coaching (K–12)—Bs', 'Physical Science, Teaching—Bs', 'Physics Teaching—Bs', 'Physics, Applied—Bs', 'Physics-Astronomy—Bs', 'Physics—Bs', 'Physiology and Developmental Biology—Bs', 'Political Science—Ba', 'Portuguese (2Nd Major Program)—Ba', 'Portuguese—Ba', 'Psychology*', 'Psychology—Bs', 'Public Health—Bs', 'Recreation Management and Youth Leadership—Bs', 'Russian—Ba', 'School Health Education—Bs', 'Social Science, Teaching*—Bs', 'Sociology—Bs', 'Sound Recording Technology*—Bm', 'Spanish (2Nd Major Program)—Ba', 'Spanish Teaching*—Ba', 'Spanish Translation*—Ba', 'Spanish—Ba', 'Special Education*—Bs', 'Statistics—Bs', 'Strategy*', 'Studio Arts*—Bfa', 'Technology and Engineering Education*—Bs', 'Theatre Arts Education K-12—Ba', 'Theatre Arts Studies—Ba', 'Visual Arts*—Ba', 'Wildlife and Wildlands Conservation—Bs', 'Writing*']"
