,canada_id,arwu_name,canada_name,programs
18,1710,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,"['Accountancy', 'Actuarial Science', 'Advertising', 'Aerospace Engineering', 'African American Studies', 'Agricultural Communications', 'Agricultural Communications (MDIA)', 'Agricultural and Biological Engineering', 'Agricultural and Biological Engineering (ENG)/Agricultural Engineering Sciences', 'Agricultural and Consumer Economics', 'Agricultural and Environmental Education', 'Animal Sciences', 'Anthropology', 'Architectural Studies', 'Art Crafts', 'Art Education', 'Art History', 'Art and Design-Foundation Year', 'Astronomy', 'Athletic Training (Admissions Suspended as of SP10)', 'Atmospheric Sciences', 'Aviation Human Factors', 'Biochemistry (see Molecular and Cellular Biology)', 'Bioengineering', 'Biology', 'Business Administration', 'Business Process Management', 'Chemical and Biomolecular Engineering-LAS', 'Chemistry', 'Civil Engineering', 'Classics', 'Communication', 'Community Health', 'Comparative and World Literature', 'Computer Engineering', 'Computer Science-ENG and LAS', 'Crop Sciences', 'Dance', 'Early Childhood Education', 'Earth Society, and Environment', 'East Asian Languages and Cultures', 'Economics', 'Electrical Engineering', 'Elementary Education', 'Engineering Mechanics', 'Engineering Physics', 'English', 'Finance', 'Food Science and Human Nutrition', 'French', ""Gender and Women's Studies"", 'General Engineering', 'Geography', 'Geology', 'Geology and Geophysics', 'German', 'Global Studies', 'Graphic Design', 'Health', 'History', 'Horticulture', 'Human Development and Family Studies', 'Individual Plans of Study', 'Industrial Design', 'Industrial Engineering', 'Information Systems and Information Technology', 'Integrative Biology', 'Interdisciplinary Studies', 'Italian', 'Journalism', 'Kinesiology', 'Landscape Architecture', 'Latin American Studies', 'Latina/Latino Studies', 'Linguistics', 'Management', 'Marketing', 'Materials Science and Engineering', 'Mathematics', 'Mathematics and Computer Science', 'Mechanical Engineering', 'Media and Cinema Studies', 'Molecular and Cellular Biology', 'Music', 'Music Education', 'Natural Resources and Environmental Sciences', 'New Media', 'Nuclear, Plasma, and Radiological Engineering', 'Painting', 'Philosophy', 'Photography', 'Physics', 'Political Science', 'Portuguese', 'Professional Pilot', 'Psychology', 'Recreation, Sport, and Tourism', 'Religion', 'Rhetoric', 'Russian Language and Literature', 'Russian and East European Studies', 'Sculpture', 'Secondary Education- Biology-LAS', 'Secondary Education- Chemistry-LAS', 'Secondary Education- Earth Science-LAS', 'Secondary Education- English-LAS', 'Secondary Education- French-LAS', 'Secondary Education- German-LAS', 'Secondary Education- Latin-LAS', 'Secondary Education- Mathematics-LAS', 'Secondary Education- Physics-LAS', 'Secondary Education- Secondary School Teaching-EDU', 'Secondary Education- Social Studies-LAS', 'Secondary Education- Spanish-LAS', 'Social Work', 'Sociology', 'Spanish', 'Special Education', 'Speech and Hearing Science', 'Statistics', 'Statistics and Computer Science', 'Supply Chain Management', 'Technical Systems Management', 'Theatre', 'Urban and Regional Planning']"
19,1830,University of Southern California,University of Southern California,"['Accounting (B.S.)', 'Aerospace Engineering (B.S.)', 'Aerospace and Mechanical Engineering', 'American Studies and Ethnicity', 'American Studies and Ethnicity (African American Studies) (B.A.)', 'American Studies and Ethnicity (Asian American Studies) (B.A.)', 'American Studies and Ethnicity (B.A.)', 'American Studies and Ethnicity (Chicano/Latino Studies) (B.A.)', 'Animation and Digital Arts (B.A.*)', 'Anthropology', 'Anthropology (B.A.)', 'Anthropology (Visual Anthropology) (B.A.)', 'Applied Mechanics (B.S.)', 'Applied and Computational Mathematics (B.A., B.S.)', 'Architectural Studies (B.S.)', 'Architecture (B.Arch.)', 'Art (B.A.*)', 'Art History (B.A.)', 'Astronautical Engineering (B.S.)', 'Astronautics and Space Technology', 'Astronomy (B.A., B.S.)', 'Biochemistry (B.S.**)', 'Biological Sciences (B.A., B.S.)', 'Biomedical Engineering', 'Biomedical Engineering (B.S.)', 'Biomedical Engineering (Biochemical Engineering) (B.S.)', 'Biomedical Engineering (Electrical Engineering) (B.S.)', 'Biomedical Engineering (Mechanical Engineering) (B.S.)', 'Biophysics (B.S.)', 'Broadcast and Digital Journalism (B.A.*)', 'Business Administration (B.S.)', 'Business Administration (Cinematic Arts) (B.S.)', 'Business Administration (East Asian Studies) (B.S.)', 'Business Administration (International Relations) (B.S.)', 'Chemical Engineering', 'Chemical Engineering (B.S.)', 'Chemical Engineering (Biochemical Engineering) (B.S.)', 'Chemical Engineering (Environmental Engineering) (B.S.)', 'Chemical Engineering (Nanotechnology) (B.S.)', 'Chemical Engineering (Petroleum Engineering) (B.S.)', 'Chemical Engineering (Polymer/Materials Science) (B.S.)', 'Chemistry', 'Chemistry (B.A., B.S.)', 'Chemistry (Chemical Biology) (B.S.)', 'Chemistry (Chemical Nanoscience) (B.S.)', 'Chemistry (Research) (B.S.)', 'Cinematic Arts, Critical Studies (B.A.*)', 'Cinematic Arts, Film and Television Production (B.A.*)', 'Civil Engineering', 'Civil Engineering (B.S.)', 'Civil Engineering (Building Science) (B.S.)', 'Civil Engineering (Environmental Engineering) (B.S.)', 'Civil Engineering (Structural Engineering) (B.S.)', 'Classics (B.A.)', 'Communication (B.A.*)', 'Comparative Literature (B.A.)', 'Composition (B.M.)', 'Computer Engineering and Computer Science (B.S.)', 'Computer Science', 'Computer Science (B.S.*)', 'Computer Science (Games) (B.S.*)', 'Computer Science/Business Administration (B.S.)', 'Dental Hygiene (B.S.)', 'Earth Sciences', 'Earth Sciences (B.A.)', 'East Asian Area Studies (B.A.)', 'East Asian Languages and Cultures', 'East Asian Languages and Cultures (B.A.)', 'Economics', 'Economics (B.A.)', 'Economics/Mathematics (B.S.)', 'Electrical Engineering', 'Electrical Engineering (B.S.)', 'English', 'English (B.A.)', 'English (Creative Writing) (B.A.)', 'Environmental Engineering (B.S.)', 'Environmental Studies', 'Environmental Studies (B.A.)', 'Environmental Studies (B.S.)', 'Fine Arts (B.F.A.)', 'French (B.A.)', 'French and Italian', 'Gender Studies (B.A.)', 'Geological Sciences (B.S.)', 'Global Health (B.S.)', 'Health Promotion and Disease Prevention Studies (B.S.)', 'Health and Humanity (B.A.)', 'History', 'History (B.A.)', 'History and Social Science Education (B.A.)', 'Human Development and Aging (B.S.)', 'Human Performance (B.A.)', 'Industrial and Systems Engineering', 'Industrial and Systems Engineering (B.S.)', 'Industrial and Systems Engineering (Information Systems Engineering) (B.S.)', 'Interactive Entertainment (B.A.*)', 'Interdisciplinary Archaeology (B.A.)', 'Interdisciplinary Studies (B.A.)', 'International Relations', 'International Relations (B.A.)', 'International Relations (Global Business) (B.A.)', 'Italian (B.A.)', 'Jazz Studies (B.M.)', 'Kinesiology', 'Kinesiology (B.S.)', 'Landscape Architecture (B.L.Arch.)', 'Lifespan Health (B.S.)', 'Linguistics', 'Linguistics (B.A.)', 'Linguistics/East Asian Languages and Cultures (B.A.)', 'Linguistics/Philosophy (B.A.)', 'Linguistics/Psychology (B.A.)', 'Mathematics', 'Mathematics (B.A., B.S.)', 'Mechanical Engineering (B.S.)', 'Mechanical Engineering (Petroleum Engineering) (B.S.)', 'Middle East Studies (B.A.)', 'Music (B.A.*)', 'Music Industry (B.M., B.S.)', 'Narrative Studies (B.A.)', 'Neuroscience (B.A., B.S.)', 'Occupational Therapy (B.S.*)', 'Performance (Bassoon) (B.M.)', 'Performance (Clarinet) (B.M.)', 'Performance (Classical Guitar) (B.M.)', 'Performance (Double Bass) (B.M.)', 'Performance (Flute) (B.M.)', 'Performance (French Horn) (B.M.)', 'Performance (Harp) (B.M.)', 'Performance (Oboe) (B.M.)', 'Performance (Organ) (B.M.)', 'Performance (Percussion) (B.M.)', 'Performance (Piano) (B.M.)', 'Performance (Popular Music) (B.M.)', 'Performance (Saxophone) (B.M.)', 'Performance (Studio Guitar) (B.M.)', 'Performance (Trombone) (B.M.)', 'Performance (Trumpet) (B.M.)', 'Performance (Tuba) (B.M.)', 'Performance (Viola) (B.M.)', 'Performance (Violin) (B.M.)', 'Performance (Violoncello) (B.M.)', 'Performance (Vocal Arts) (B.M.)', 'Philosophy', 'Philosophy (B.A.)', 'Philosophy, Politcs and Law (B.A.)', 'Physical Sciences (B.S.)', 'Physics (B.A., B.S.)', 'Physics and Astronomy', 'Physics/Computer Science (B.S.)', 'Physics/Computer Science (B.S.*)', 'Policy, Planning and Development (B.S.)', 'Political Science (B.A.)', 'Print and Digital Journalism (B.A.*)', 'Psychology', 'Psychology (B.A.)', 'Public Relations (B.A.*)', 'Religion', 'Religion (B.A.)', 'Religion (Judaic Studies) (B.A.)', 'Russian (B.A.)', 'Slavic Languages and Literatures', 'Social Sciences', 'Social Sciences (Economics) (B.A.)', 'Social Sciences (Psychology) (B.A.)', 'Sociology (B.A.)', 'Spanish (B.A.)', 'Spanish and Portuguese', 'Theatre (Acting) (B.F.A.)', 'Theatre (B.A.*)', 'Theatre (Design) (B.F.A.)', 'Theatre (Sound Design) (B.F.A.)', 'Theatre (Stage Management) (B.F.A.)', 'Theatre (Technical Direction) (B.F.A.)', 'Visual and Performing Arts Studies (B.A.)', 'Writing for Screen and Television (B.F.A.)']"
20,1671,"University of California, Santa Barbara","University of California, Santa Barbara","['Anthropology- Cultural Anthropology', 'Anthropology- Physical Anthropology', 'Aquatic Biology', 'Art', 'Art History- Architecture and Environment', 'Art History- Non-Western Art', 'Art- Book Arts', 'Art- Painting', 'Art- Sculpture', 'Asian American Studies', 'Asian Studies', 'Biochemistry', 'Biochemistry-Molecular Biology', 'Biological Sciences, EEMB', 'Biological Sciences, MCDB', 'Biology', 'Biopsychology', 'Black Studies', 'Business Economics- Accounting', 'Cell and Developmental Biology', 'Chemical Engineering', 'Chemistry', 'Chemistry/Biochemistry', 'Chicana and Chicano Studies', 'Chinese- Classical Chinese', 'Chinese- Mandarin Chinese', 'Classics- Archaeology', 'Classics- Civilization', 'Classics- Language and Literature', 'Communication', 'Comparative Literature- Foreign Language', 'Comparative Literature- Interdisciplinary', 'Computer Engineering', 'Computer Science', 'Computer Science- Computational Biology', 'Computer Science- Computational Economics', 'Computer Science- Computational Geography', 'Dance', 'Ecology and Evolution', 'Economics', 'Economics-Mathematics', 'Electrical Engineering', 'English', 'Environmental Studies', 'Film and Media Studies', 'Financial Mathematics and Statistics', 'French', 'Geography- Geographic Information Science', 'Geological Sciences- Earth Systems', 'Geological Sciences- Geographic Information Science', 'Geological Sciences- Paleobiology', 'Geological Scienceswith optional emphasis in Science Education', 'Geophysics', 'German', 'Global Studies', 'History', 'History of Public Policy', 'Hydrologic Sciences and Policy- Biology and Ecology', 'Hydrologic Sciences and Policy- Physical & Chemical Policy', 'Interdisciplinary Studies', 'Italian Studies', 'Japanese', 'Latin American and Iberian Studies', 'Linguistics- Chinese', 'Linguistics- English', 'Linguistics- French', 'Linguistics- German', 'Linguistics- Japanese', 'Linguistics- Slavic', 'Linguistics- Sociocultural Linguistics', 'Linguistics- Spanish', 'Literature', 'Mathematical Sciences', 'Mathematics', 'Mechanical Engineering', 'Medieval Studies', 'Microbiology', 'Middle East Studies', 'Music- Accompanying', 'Music- Bassoon', 'Music- Cello', 'Music- Clarinet', 'Music- Composition', 'Music- Double Bass', 'Music- Ethnomusicology', 'Music- Flute', 'Music- French Horn', 'Music- Guitar', 'Music- Oboe', 'Music- Percussion', 'Music- Piano', 'Music- Trombone', 'Music- Trumpet', 'Music- Tuba', 'Music- Viola', 'Music- Violin', 'Music- Voice', 'Music-Composition', 'Pharmacology', 'Philosophy- Core Philosophy', 'Philosophy- Ethics and Public Policy', 'Physical Geography', 'Physics', 'Physiology', 'Political Science- International Relations', 'Political Science- Public Service', 'Portuguese', 'Psychological & Brain Sciences', 'Religious Studies', 'Renaissance Studies', 'Slavic Languages and Literatures', 'Sociology', 'Spanish', 'Speech and Hearing Sciences', 'Statistical Science', 'Statistical Science- Actuarial Statistics', 'Statistical Science- Applied Statistics', 'Statistical Science- Probability and Statistics', 'Theater- Acting', 'Theater- Directing', 'Theater- Dramatic Literature, Theory, and Theatre History', 'Theater- Playwriting', 'Theater- Theatre Design and Technology', ""Women's Studies"", 'Zoology']"
21,1666,"University of California, Irvine","University of California, Irvine","['Aerospace Engineering', 'African American Studies', 'Anthropology', 'Art History', 'Arts and Humanities', 'Asian American Studies', 'Biochemistry and Molecular Biology', 'Biological Sciences', 'Biology/Education', 'Biomedical Computing', 'Biomedical Engineering', 'Biomedical Engineering: Premedical', 'Business Administration', 'Business Economics', 'Business Information Management', 'Chemical Engineering', 'Chemistry', 'Chicano/Latino Studies', 'Chinese Studies', 'Civil Engineering', 'Classical Civilization', 'Classics', 'Comparative Literature', 'Computer Engineering', 'Computer Game Science', 'Computer Science', 'Computer Science and Engineering', 'Criminology, Law and Society', 'Dance', 'Developmental and Cell Biology', 'Drama', 'Earth and Environmental Sciences', 'Earth and Environmental Studies', 'East Asian Cultures', 'Ecology and Evolutionary Biology', 'Economics', 'Electrical Engineering', 'Engineering', 'English', 'Environmental Engineering', 'European Studies', 'Film and Media Studies', 'French', 'Genetics', 'German Studies', 'Global Cultures', 'History', 'Humanities and Arts', 'Informatics', 'Information and Computer Science', 'International Studies', 'Japanese Language and Literature', 'Korean Literature and Culture', 'Latin', 'Literary Journalism', 'Materials Science Engineering', 'Mathematics', 'Mechanical Engineering', 'Microbiology and Immunology', 'Music', 'Music Theatre', 'Neurobiology', 'Nursing Science', 'Pharmaceutical Sciences', 'Philosophy', 'Physics', 'Plant Biology', 'Political Science', 'Psychology', 'Psychology and Social Behavior', 'Public Health Policy', 'Public Health Sciences', 'Quantitative Economics', 'Religious Studies', 'Social Ecology', 'Social Policy and Public Service', 'Sociology', 'Spanish', 'Studio Art', 'Urban Studies', 'Women’s Studies']"
22,1135,National University of Singapore,National University,"['Architecture Integrated Sustainable Design', 'Architecture Urban Design Landscape', 'Asian Studies', 'Bba', 'Bioengineering', 'Biological Sciences', 'Chemical Engineering', 'Chemistry', 'Chinese Language', 'Chinese Studies', 'Civil Engineering', 'Comms & New Media', 'Communications & New Media', 'Compute Science', 'Computer Engineering', 'Computing', 'Dental Surgery', 'Economics', 'Electrical Engineering', 'Engineering', 'Engineering & Technology Management', 'Engineering Science', 'English Language', 'English Literature', 'Environmental Engineering', 'Environmental Studies', 'Geography', 'History', 'Housing and Urban Economics', 'Humanities', 'Industrial and Systems Engineering', 'Information System', 'Japanese Studies', 'Law', 'Malay Studies', 'Materials Science & Engineering', 'Mathematics', 'Mechanical Engineering', 'Medicine', 'Nursing', 'Pharmacy', 'Philosophy', 'Physics', 'Political Science', 'Project & Facilities Management', 'Psychology', 'Real Estate Finance', 'Social Sciences', 'Social Work', 'Sociology', 'South Asian Studies', 'Southeast Asian Studies', 'Special Programme In Science', 'Statistics & Applied Probability', 'Theatre Studies', 'Urban Planning and Institutional Analysis']"
23,1135,Seoul National University,National University,"['Aesthetics', 'Agricultural Economics and Rural Development', 'Anthropology', 'Applied Biology and Chemistry', 'Archaeology and Art History', 'Architecture', 'Asian History', 'Biological Sciences', 'Biology Education', 'Biosystems & Biomaterials Science and Engineering', 'Business Administration', 'Chemical and Biological Engineering', 'Chemistry', 'Chemistry Education', 'Chinese Language and Literature', 'Civil & Environmental Engineering', 'Clothing and Textiles', 'College of Agriculture & Life Sciences', 'College of Social Sciences', 'Communication', 'Composition', 'Computational Sciences', 'Computer Science and Engineering', 'Consumer and Child Studies', 'Crafts and Design', 'Earth Science Education', 'Earth and Environmental Sciences', 'Economics', 'Education', 'Electrical Engineering', 'Energy Resources Engineering', 'English Education', 'English Language and Literature', 'Ethics Education', 'Food and Animal Biotechnology', 'Food and Nutrition', 'French Language Education', 'French Language and Literature', 'Geography', 'Geography Education', 'German Language Education', 'German Language and Literature', 'Global Environmental Management', 'Hispanic Language and Literature', 'History Education', 'Industrial Engineering', 'Information and Multimedia Culture', 'Instrumental Music', 'Interdisciplinary', 'International Relations', 'Korean History', 'Korean Language Education', 'Korean Language and Literature', 'Korean Music', 'Landscape Architecture and Rural System Engineering', 'Law', 'Linguistics', 'Management of Technology', 'Manufacturing Pharmacy', 'Material Science and Engineering', 'Mathematical Sciences', 'Mathematics Education', 'Mechanical Aerospace Engineering', 'Media Art', 'Medicine', 'Naval Architecture and Ocean Engineering', 'Nuclear Engineering', 'Nursing', 'Oriental Painting', 'Painting', 'Pharmacy', 'Philosophy', 'Physical Education', 'Physics Education', 'Physics and Astronomy', 'Physics and Astronomy Physics', 'Plant Scienceforest Sciences', 'Political Science', 'Pre-Med Program', 'Pre-Veterinary Medicine Program', 'Psychology', 'Religious Studies', 'Russian Language and Literature', 'Sculpture', 'Social Studies Education', 'Social Welfare', 'Sociology', 'Statistics', 'Veterinary Medicine', 'Vocal Music', 'Western History']"
24,381,Brown University,Brown University,"['Africana Studies', 'American Civilization', 'Anthropology', 'Applied Mathematics', 'Archaeology and the Ancient World', 'Biology & Medicine', 'Biomedical Engineering', 'Chemistry', 'Classics', 'Cognitive, Linguistic, and Psychological Sciences', 'Commerce, Organizations, & Entrepreneurship, C.V. Starr Program in', 'Comparative Literature', 'Computational Biology', 'Computer Science', 'Development Studies', 'Early Cultures', 'East Asian Studies', 'Ecology and Evolutionary Biology', 'Economics', 'Education', 'Egyptology & Ancient Western Asian Studies', 'Engineering', 'English', 'Environmental Studies', 'French Studies', 'Gender and Sexuality Studies', 'Geological Sciences', 'German Studies', 'Hispanic Studies', 'History', 'History of Art and Architecture', 'International Relations Program', 'Italian Studies', 'Judaic Studies', 'Latin American Studies', 'Literary Arts', 'Mathematics', 'Medieval Studies', 'Middle East Studies', 'Modern Culture and Media', 'Music', 'Neuroscience', 'Philosophy', 'Physics', 'Political Science', 'Portuguese & Brazilian Studies', 'Public Health', 'Public Policy & American Institutions', 'Race and Ethnicity in America the Study of', 'Religious Studies', 'Renaissance and Early Modern Studies', 'Slavic Languages', 'Sociology', 'Statistical Sciences', 'Theatre Arts and Performance Studies', 'Urban Studies Program', 'Visual Art']"
25,361,Boston University,Boston University,"['Acting', 'American Studies', 'Ancient Greek', 'Ancient Greek & Latin', 'Anthropology', 'Anthropology & Religion', 'Archaeology', 'Architectural Studies', 'Art Education', 'Astronomy', 'Astronomy & Physics', 'Athletic Training', 'Athletic Training/Physical Therapy', 'Bilingual Education', 'Biochemistry & Molecular Biology', 'Biology', 'Biology with Specialization in Behavioral Biology', 'Biology with Specialization in Cell Biology, Molecular Biology, and Genetics', 'Biology with Specialization in Ecology & Conservation Biology', 'Biology with Specialization in Neurobiology', 'Biology with Specialization in Quantitative Biology', 'Biomedical Engineering', 'Business Administration & Management–Concentration: Accounting', 'Business Administration & Management–Concentration: Entrepreneurship', 'Business Administration & Management–Concentration: Finance', 'Business Administration & Management–Concentration: General Management', 'Business Administration & Management–Concentration: International Management', 'Business Administration & Management–Concentration: Law', 'Business Administration & Management–Concentration: Management Information Systems', 'Business Administration & Management–Concentration: Marketing', 'Business Administration & Management–Concentration: Operations and Technology Management', 'Business Administration & Management–Concentration: Organizational Behavior', 'Chemistry', 'Chemistry: Biochemistry', 'Chemistry: Concentration in Teaching', 'Chinese Language & Literature', 'Classical Civilization', 'Classics & Philosophy', 'Classics & Religion', 'Communication with Specialization in Advertising', 'Communication with Specialization in Mass Communications', 'Communication with Specialization in Public Relations', 'Comparative Literature', 'Computer Engineering', 'Computer Science', 'Costume Design', 'Deaf Studies', 'Early Childhood Education', 'Earth Sciences', 'East Asian Studies', 'Economics', 'Economics & Mathematics', 'Electrical Engineering', 'Elementary Education', 'English', 'English Education', 'Environmental Analysis & Policy', 'Environmental Earth Sciences', 'Environmental Science', 'Film & Television with Specialization in Film', 'Film & Television with Specialization in Television', 'French Language & Literature', 'Geography with Specialization in Human Geography', 'Geography with Specialization in Physical Geography', 'Geophysics and Planetary Sciences', 'German Language & Literature', 'Graphic Design', 'Health Science', 'Hispanic Language & Literature', 'History', 'History of Art and Architecture', 'Hospitality Administration', 'Human Physiology', 'International Relations', 'Italian Studies', 'Japanese Language & Literature', 'Journalism with Specialization in Broadcast Journalism', 'Journalism with Specialization in Magazine Journalism', 'Journalism with Specialization in News Editorial Print', 'Journalism with Specialization in Photojournalism', 'Latin', 'Latin American Studies', 'Lighting Design', 'Linguistics', 'Linguistics & Philosophy', 'Marine Science', 'Mathematics', 'Mathematics & Computer Science', 'Mathematics & Math Education', 'Mathematics & Philosophy', 'Mathematics Education', 'Mechanical Engineering', 'Modern Foreign Languages Education', 'Music', 'Music Education', 'Music Theory & Composition', 'Musicology', 'Neuroscience', 'Nutritional Sciences', 'Occupational Therapy', 'Painting', 'Philosophy', 'Philosophy & Physics', 'Philosophy & Political Science', 'Philosophy & Psychology', 'Philosophy & Religion', 'Physical Therapy', 'Physics', 'Planetary & Space Sciences', 'Political Science', 'Pre-dentistry', 'Pre-law', 'Pre-medicine', 'Pre-veterinary Medicine', 'Psychology', 'Religion', 'Russian & Eastern European Studies', 'Russian Language & Literature', 'Scenery Design', 'Science Education', 'Sculpture', 'Social Studies Education', 'Sociology', 'Sound Design', 'Special Education', 'Speech, Language & Hearing Sciences', 'Stage Management', 'Theatre Arts', 'Theatre Production']"
26,432,Carnegie Mellon University,Carnegie Mellon University,"['Art', 'Bachelor of Architecture', 'Bachelor of Computer Science and Arts (BCSA)', 'Bachelor of Humanities & Arts Program (BHA)', 'Bachelor of Science & Arts Program (BSA)', 'Biological Sciences', 'Biomedical Engineering*', 'Business Administration', 'Chemical Engineering', 'Chemistry', 'Civil and Environmental Engineering', 'Computer Science', 'Design', 'Drama', 'Economics', 'Electrical and Computer Engineering', 'Engineering and Public Policy*', 'English', 'History', 'Human-Computer Interaction*', 'Humanities Scholars Program', 'Information Systems', 'Materials Science Engineering', 'Mathematical Sciences', 'Mechanical Engineering', 'Modern Languages', 'Music', 'Philosophy', 'Physics', 'Psychology', 'Quantitative Social Science Scholars Program', 'Science and Humanities Scholars Program', 'Social and Decision Sciences', 'Statistics']"
27,669,Emory University,Emory University,"['Administration', 'African American Studies', 'African Studies', 'Allied Health', 'American Studies', 'Anthropology', 'Anthropology and Human Biology', 'Anthropology and Religion', 'Arabic', 'Architectural Studies', 'Art History', 'Arts', 'Asian and Asian American Studies', 'Astronomy', 'Biology', 'Catholic Studies', 'Chemistry', 'Chinese Language and Literature', 'Classical Civilization', 'Classical Studies', 'Classics', 'Classics and English', 'Classics and History', 'Classics and Philosophy', 'Community Building and Social Change', 'Comparative Literature', 'Computer Science', 'Dance and Movement Studies', 'East Asian Studies', 'Economic', 'Economics and History', 'Economics and Mathematics', 'Educational Studies', 'Engineering Dual Degrees', 'English', 'English and History', 'English/Creative Writing', 'Environmental Studies', 'Ethics', 'Film Studies', 'French Studies', 'German Studies', 'Greek', 'Hebrew', 'Hindi', 'History', 'History and Religion', 'Interdisciplinary Studies In Society and Culture', 'International Studies', 'Irish Studies', 'Italian Studies', 'Japanese', 'Jewish Studie', 'Journalism', 'Latin', 'Latin American and Caribbean Studies', 'Linguistics', 'Linguistics / Russian', 'Mathematics', 'Mathematics and Computer Sciences', 'Mathematics/Political Science', 'Medieval and Renaissance Studies', 'Mediterranean Archeology', 'Middle Eastern Studies', 'Music', 'Nursing', 'Persian Language and Literature', 'Philosophy', 'Philosophy and Religion', 'Physics', 'Physics and Astronomy', 'Political Science', 'Portugese', 'Pre Business Administration', 'Pre Dentistry', 'Pre Law', 'Pre Medicine', 'Pre Nursing', 'Pre Physical Therapy', 'Pre Physician Associate', 'Pre Theology', 'Pre Veterinary Medicine', 'Pre-Pharmacy', 'Psychology', 'Psychology/Linguistics', 'Religion', 'Religion and Classical Civilization', 'Religion and Sociology', 'Religion: Judaic Studies', 'Russian Languages and Culture', 'Russian and East Asian Languages and Cultures', 'Russian and East European Studies', 'Sanskrit', 'Science', 'Science, Culture and Society', 'Sociology', 'Spanish', 'Theater Studies', 'Visual Arts', ""Women'S Studies""]"
28,1328,Rice University,Rice University,"['Ancient Mediterranean Civilizations', 'Anthropology', 'Architectural Studies', 'Architecture', 'Art History', 'Asian Studies', 'Astronomy', 'Astrophysics', 'Biochemistry and Cell Biology', 'Bioengineering', 'Biological Sciences', 'Chemical Engineering', 'Chemical Physics', 'Chemistry', 'Civil Engineering', 'Classical Studies', 'Cognitive Science', 'Composition', 'Computational and Applied Mathematics', 'Computer Science', 'Earth Science (Geology/Geophysics)', 'Ecology and Evolutionary Biology', 'Economics', 'Electrical Engineering Sciences', 'English', 'Environmental Engineering', 'French Studies', 'German Studies', 'History', 'Kinesiology', 'Linguistics', 'Managerial Studies', 'Materials Science', 'Mathematical Economic Analysis', 'Mathematics', 'Mechanical Engineering', 'Medieval Studies', 'Music History', 'Music Theory', 'Natural Sciences', 'Performance', 'Philosophy', 'Physics', 'Policy Studies', 'Political Science', 'Psychology', 'Religious Studies', 'Sociology', 'Spanish/Hispanic Studies', 'Sport Management', 'Statistics', 'Study of Women, Gender and Sexuality', 'Visual and Dramatic Arts']"
